Black Body Radiation Experiment Tue, Oct 30, 2018 3:39 PM
Sensor Position (Degrees)	Light Intensity (Volts)
61.06471	-0.01405
61.16819	-0.01759
61.25097	-0.01968
61.32341	-0.01614
61.39585	-0.01534
61.45794	-0.01518
61.53037	-0.01534
61.59246	-0.01840
61.65455	-0.01743
61.72699	-0.01502
61.78908	-0.01566
61.85117	-0.01840
61.91326	-0.02001
61.97535	-0.01856
62.02709	-0.01598
62.08918	-0.01630
62.15127	-0.01308
62.21335	-0.01405
62.27544	-0.01437
62.34788	-0.01180
62.40997	-0.01840
62.48241	-0.01469
62.56519	-0.01904
62.64798	-0.01711
62.74111	-0.01598
62.83425	-0.01807
62.92738	-0.01550
63.02051	-0.01534
63.10330	-0.01936
63.19643	-0.01550
63.31026	-0.01437
63.44479	-0.01502
63.58967	-0.01389
63.72419	-0.01325
63.88976	-0.01824
64.04499	-0.01292
64.23125	-0.01148
64.39682	-0.01405
64.58309	-0.01148
64.79006	-0.01325
64.99702	-0.01115
65.20398	-0.01035
65.40060	-0.01115
65.57652	-0.01437
65.73174	-0.01180
65.90766	-0.01373
66.04219	-0.01389
66.19741	-0.01067
66.37333	-0.00858
66.55960	-0.00600
66.74586	-0.00439
66.98387	-0.00150
67.22188	0.00543
67.47024	0.02136
67.74964	0.06514
68.03939	0.14691
68.36018	0.22336
68.64993	0.27213
69.02247	0.28517
69.42605	0.26054
69.86067	0.22159
70.20216	0.19230
70.46087	0.16059
70.67818	0.13838
70.87480	0.12212
71.04037	0.10168
71.21629	0.08912
71.41290	0.07367
71.61987	0.06595
71.82683	0.05548
72.02344	0.04744
72.19936	0.04212
72.40633	0.03408
72.61329	0.02989
72.78921	0.02796
72.97548	0.02522
73.11001	0.01798
73.23418	0.01621
73.34801	0.01042
73.47219	0.01074
73.60672	0.00720
73.74125	0.00929
73.88612	0.00913
74.03099	0.00398
74.19657	0.00414
74.35179	0.00365
74.50701	0.00172
74.67258	0.00156
74.82781	-0.00359
74.98303	-0.00117
75.15895	0.00108
75.31417	0.00060
75.44870	-0.00005
75.57288	-0.00311
75.66601	-0.00182
75.74880	-0.00214
75.83158	-0.00246
75.91437	-0.00085
76.01785	-0.00230
76.10063	-0.00101
76.18342	-0.00101
76.26621	-0.00294
76.32829	-0.00230
76.40073	-0.00085
76.47317	-0.00069
76.55595	-0.00407
76.63874	-0.00101
76.73187	-0.00182
76.82501	-0.00407
76.90779	-0.00198
76.99058	-0.00182
77.08371	-0.00246
77.17685	0.00092
77.25963	-0.00375
77.33207	-0.00391
77.41486	-0.00311
77.51834	-0.00906
77.61147	-0.00343
77.70460	-0.00150
77.78739	0.00044
77.87018	-0.00777
77.95296	-0.00085
78.04610	-0.00182
78.12888	-0.00021
78.21167	-0.00278
78.28410	-0.00472
78.35654	-0.00472
78.43933	-0.00053
78.49107	0.00060
78.56350	-0.00327
78.63594	-0.00230
78.70838	0.00076
78.77047	0.00172
78.83256	0.00285
78.89465	0.00011
78.95674	0.00124
79.00848	0.00027
79.06022	-0.00455
79.12231	-0.00133
79.19474	0.00172
79.26718	-0.00150
79.36032	0.00140
79.46380	-0.00294
79.57763	0.00205
79.70181	-0.00327
79.81564	0.00269
79.95016	-0.00198
80.05365	0.00027
