Black Body Radiation Experiment Tue, Oct 30, 2018 3:27 PM
Sensor Position (Degrees)	Light Intensity (Volts)
17.18835	1.57171
17.27114	1.62499
17.34358	1.67988
17.40567	1.71625
17.48845	1.74313
17.57124	1.79368
17.64367	1.83182
17.72646	1.86450
17.79890	1.87512
17.84029	1.91713
17.88168	1.92904
17.93342	1.94884
17.97482	1.95174
18.00586	1.96333
18.04725	1.97636
18.07830	1.97556
18.10934	1.96993
18.15074	1.95399
18.18178	1.96542
18.21283	1.94514
18.24387	1.93580
18.28526	1.92099
18.32666	1.88848
18.35770	1.87190
18.40944	1.86804
18.45083	1.84711
18.49223	1.83343
18.54397	1.82973
18.58536	1.80687
18.62675	1.79094
18.66815	1.78354
18.70954	1.74185
18.76128	1.72784
18.81302	1.68889
18.84407	1.64946
18.88546	1.60519
18.92685	1.57896
18.97859	1.53405
19.01998	1.49993
19.07173	1.47578
19.11312	1.42765
19.16486	1.38436
19.20625	1.33655
19.26834	1.30838
19.32008	1.25012
19.37182	1.21245
19.42356	1.17769
19.46496	1.12006
19.51670	1.07886
19.56844	1.02139
19.62018	0.99484
19.67192	0.94446
19.73401	0.89408
19.79610	0.87396
19.84784	0.82165
19.89958	0.78833
19.95132	0.74245
19.99271	0.72636
20.03411	0.69497
20.08585	0.65425
20.11689	0.62705
20.16863	0.60419
20.19968	0.58101
20.23072	0.57361
20.26177	0.55365
20.31351	0.51615
20.35490	0.50295
20.40664	0.47317
20.44804	0.46271
20.49978	0.43486
20.54117	0.42424
20.58256	0.40138
20.62395	0.39317
20.66535	0.37692
20.70674	0.37660
20.74813	0.37338
20.78953	0.36629
20.83092	0.36324
20.87231	0.35422
20.91370	0.32090
20.96545	0.31752
21.00684	0.30304
21.03788	0.30207
21.07928	0.28791
21.12067	0.28678
21.16206	0.29966
21.19311	0.29161
21.22415	0.28742
21.26554	0.28421
21.29659	0.27889
21.32763	0.29354
21.36902	0.30078
21.40007	0.29048
21.44146	0.28227
21.49320	0.29177
21.52425	0.27326
21.56564	0.28582
21.60703	0.26843
21.63808	0.27165
21.67947	0.27117
21.72086	0.28614
21.76226	0.27117
21.81400	0.29048
21.85539	0.28083
21.89678	0.26666
21.93818	0.25620
21.98992	0.26328
22.05201	0.27020
22.10375	0.25604
22.16584	0.27567
22.23827	0.26425
22.31071	0.26763
22.37280	0.27873
22.44524	0.29145
22.51767	0.28002
22.60046	0.27761
22.68325	0.27873
22.77638	0.28034
22.87986	0.27809
23.00404	0.27986
23.09717	0.28227
23.21100	0.26392
23.33518	0.26473
23.45936	0.26779
23.59389	0.26570
23.71807	0.26425
23.84224	0.26924
23.94573	0.28034
24.04921	0.27986
24.15269	0.26602
24.24582	0.27777
24.34931	0.28163
24.44244	0.28646
24.53557	0.28324
24.62871	0.29145
24.74254	0.28742
24.84602	0.30272
24.92880	0.28533
25.01159	0.30304
25.11507	0.28839
25.18751	0.29306
25.25995	0.28984
25.33238	0.29097
25.41517	0.29274
25.47726	0.28823
25.54970	0.27600
25.61179	0.28276
25.65318	0.29789
25.71527	0.29000
25.77736	0.29467
25.81875	0.29612
25.87049	0.29161
25.93258	0.30078
25.98432	0.28903
26.03606	0.27181
26.06711	0.27342
26.11885	0.27825
26.14989	0.29080
26.18094	0.29161
26.21198	0.28710
26.24303	0.29435
26.27407	0.31463
26.29477	0.28469
26.32581	0.29644
26.34651	0.29676
26.37755	0.30593
26.40860	0.29193
26.42929	0.29064
26.46034	0.30690
26.49138	0.29193
26.53277	0.29644
26.57417	0.30207
26.61556	0.30336
26.66730	0.30931
26.71904	0.29934
26.77078	0.30368
26.83287	0.30867
26.90531	0.29708
26.97775	0.30577
27.06053	0.31511
27.15367	0.30368
27.24680	0.29193
27.32959	0.28936
27.40202	0.28260
27.50551	0.29853
27.59864	0.30191
27.70212	0.31624
27.79525	0.30803
27.88839	0.29869
27.99187	0.30642
28.10570	0.31286
28.19883	0.30304
28.30232	0.30078
28.39545	0.29080
28.49893	0.29418
28.60241	0.30127
28.70590	0.29467
28.80938	0.30674
28.91286	0.30771
29.02669	0.30642
29.11982	0.30787
29.23365	0.31575
29.34748	0.32284
29.47166	0.31028
29.58549	0.31060
29.69932	0.30529
29.80280	0.29177
29.89594	0.29821
29.98907	0.29708
30.08221	0.30384
30.18569	0.29274
30.27882	0.29338
30.36161	0.30497
30.43404	0.30497
30.50648	0.29451
30.56857	0.30384
30.63066	0.30416
30.70310	0.30690
30.75484	0.30626
30.81693	0.30883
30.87902	0.30336
30.93076	0.33024
31.00320	0.31881
31.06528	0.31656
31.12737	0.30883
31.18946	0.29676
31.25155	0.29515
31.30329	0.30674
31.36538	0.29773
31.42747	0.30095
31.47921	0.31286
31.54130	0.31253
31.59304	0.32943
31.64478	0.31012
31.69652	0.31366
31.74827	0.31720
31.80001	0.29097
31.85175	0.29708
31.90349	0.29950
31.95523	0.30980
32.01732	0.29934
32.06906	0.31205
32.12080	0.32638
32.18289	0.31173
32.23463	0.33233
32.29672	0.32316
32.35881	0.31302
32.43125	0.32734
32.50368	0.32364
32.57612	0.32766
32.63821	0.33491
32.68995	0.31752
32.74169	0.31044
32.78309	0.31318
32.82448	0.30078
32.85552	0.30593
32.90726	0.30674
32.92796	0.30738
32.96935	0.31640
33.00040	0.30771
33.03144	0.30674
33.07283	0.30948
33.10388	0.31543
33.14527	0.31060
33.18666	0.31302
33.22806	0.31205
33.26945	0.31270
33.32119	0.32573
33.36258	0.31768
33.40398	0.34231
33.46607	0.34473
33.50746	0.32943
33.56955	0.31913
33.62129	0.32976
33.68338	0.32235
33.73512	0.32847
33.78686	0.32074
33.84895	0.30754
33.91104	0.32815
33.97313	0.31527
34.03522	0.32879
34.09731	0.32509
34.15940	0.32316
34.21114	0.32219
34.27323	0.34231
34.33531	0.32879
34.40775	0.33684
34.49054	0.33475
34.57332	0.34456
34.65611	0.31833
34.74924	0.32525
34.83203	0.33523
34.90447	0.31221
34.97690	0.31913
35.03899	0.32638
35.10108	0.32219
35.17352	0.32943
35.23561	0.34135
35.29770	0.33298
35.35979	0.34569
35.42188	0.33394
35.48396	0.34424
35.54605	0.34070
35.60814	0.33780
35.68058	0.33716
35.73232	0.33394
35.79441	0.34328
35.85650	0.33475
35.91859	0.34279
35.99103	0.32670
36.05312	0.33974
36.11520	0.34698
36.19799	0.33201
36.27043	0.33877
36.35321	0.33040
36.43600	0.34167
36.50844	0.34634
36.57053	0.32879
36.65331	0.35068
36.73610	0.33217
36.83958	0.33764
36.93271	0.34167
37.03619	0.33249
37.13968	0.33941
37.25351	0.34038
37.34664	0.34376
37.46047	0.32847
37.57430	0.33603
37.67778	0.33845
37.80196	0.34167
37.89509	0.34312
37.99858	0.32541
38.09171	0.31913
38.17450	0.33104
38.25728	0.31913
38.34007	0.33700
38.41250	0.32412
38.48494	0.31672
38.55738	0.31704
38.61947	0.33571
38.69191	0.33169
38.77469	0.33185
38.84713	0.32831
38.92991	0.33265
39.01270	0.34183
39.08514	0.33298
39.16792	0.34698
39.24036	0.34070
39.31280	0.33732
39.38523	0.32927
39.45767	0.32638
39.53011	0.31575
39.60255	0.32074
39.66464	0.32123
39.73707	0.31881
39.80951	0.32412
39.89230	0.32654
39.97508	0.31157
40.03717	0.31270
40.10961	0.33153
40.18205	0.32895
40.24413	0.33169
40.29588	0.34440
40.34762	0.34795
40.39936	0.33668
40.46145	0.34167
40.51319	0.33603
40.57528	0.34440
40.62702	0.33925
40.68911	0.33201
40.75120	0.32267
40.80294	0.32670
40.86503	0.33056
40.92712	0.33298
40.99955	0.31736
41.07199	0.31994
41.14443	0.32461
41.22721	0.33346
41.28930	0.33523
41.37209	0.33024
41.46522	0.34054
41.54801	0.34972
41.65149	0.34617
41.77567	0.33925
41.88950	0.33442
42.03437	0.31881
42.15855	0.32412
42.29308	0.33603
42.41726	0.34102
42.56213	0.31157
42.68631	0.31688
42.83118	0.31704
42.98641	0.32605
43.15198	0.32960
43.29685	0.31946
43.45208	0.32251
43.60730	0.32058
43.76252	0.32718
43.91774	0.33523
44.05227	0.33507
44.18680	0.34086
44.34202	0.32718
44.50759	0.34553
44.65247	0.34617
44.77664	0.32879
44.90082	0.35036
45.01465	0.34601
45.12848	0.33137
45.23197	0.33764
45.31475	0.31624
45.39754	0.31447
45.46997	0.32348
45.55276	0.32058
45.62520	0.33893
45.69763	0.31527
45.78042	0.34279
45.86321	0.34424
45.95634	0.34456
46.04947	0.32992
46.13226	0.34199
46.21504	0.34054
46.29783	0.32992
46.38061	0.32783
46.46340	0.32267
46.54619	0.33137
46.62897	0.32702
46.71176	0.32605
46.78419	0.32654
46.86698	0.32090
46.96011	0.33008
47.04290	0.33780
47.13603	0.34537
47.21882	0.33974
47.30160	0.34376
47.39474	0.34054
47.47752	0.32927
47.56031	0.34215
47.61205	0.33330
47.67414	0.33603
47.73623	0.31640
47.81901	0.33330
47.88110	0.33169
47.95354	0.32251
48.02598	0.34360
48.07772	0.35261
48.15016	0.34778
48.21225	0.33797
48.28468	0.35583
48.34677	0.34312
48.39851	0.32219
48.47095	0.33668
48.53304	0.33764
48.59513	0.33040
48.66757	0.32960
48.74000	0.33346
48.81244	0.32766
48.87453	0.33426
48.94697	0.34859
49.00906	0.33459
49.07115	0.34183
49.13324	0.35599
49.19532	0.35068
49.25741	0.35310
49.31950	0.33909
49.39194	0.34247
49.46438	0.34360
49.53681	0.32493
49.62995	0.34778
49.73343	0.33555
49.80587	0.33024
49.90935	0.33281
50.01283	0.33700
50.09562	0.33201
50.20945	0.35052
50.30258	0.33748
50.40606	0.34650
50.48885	0.35052
50.57163	0.35213
50.64407	0.34006
50.71651	0.35599
50.79929	0.34746
50.88208	0.35229
50.96487	0.33893
51.06835	0.34022
51.16148	0.34682
51.25462	0.34489
51.34775	0.34199
51.43053	0.34038
51.52367	0.34038
51.60645	0.33442
51.68924	0.34585
51.79272	0.32831
51.89620	0.34231
51.99969	0.33636
52.13421	0.33845
52.24804	0.35406
52.36187	0.35277
52.47570	0.35149
52.59988	0.35712
52.70336	0.35487
52.80684	0.34344
52.89998	0.34795
52.98276	0.33459
53.05520	0.33636
53.13799	0.33587
53.22077	0.33394
53.29321	0.34199
53.36565	0.36291
53.43808	0.36452
53.51052	0.36211
53.58296	0.35535
53.65540	0.37241
53.73818	0.37370
53.81062	0.35953
53.89341	0.36179
53.96584	0.35986
54.03828	0.35953
54.13141	0.35213
