Black Body Radiation Experiment Tue, Oct 30, 2018 3:30 PM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	0.22562
0.00000	0.22320
0.00000	0.21210
0.00000	0.22594
0.00000	0.22079
0.00000	0.21419
0.00000	0.21644
0.00000	0.21870
0.00000	0.21596
0.00000	0.20614
0.00000	0.20421
0.00000	0.22674
0.00000	0.22449
0.00000	0.21258
0.00000	0.21660
0.00000	0.21113
0.00000	0.21258
0.00000	0.22143
0.00000	0.19600
0.00000	0.20421
0.00000	0.20179
0.00000	0.22449
0.00000	0.22369
0.00000	0.20936
0.00000	0.20083
0.00000	0.22723
0.00000	0.22803
0.00000	0.22320
0.00000	0.21966
0.00000	0.21789
0.00000	0.21483
0.00000	0.23721
0.00000	0.21628
0.00000	0.21451
0.00000	0.21226
0.00000	0.22771
0.00000	0.21870
0.00000	0.21129
0.00000	0.22272
0.00000	0.23093
0.00000	0.19809
0.00000	0.19664
0.00000	0.21934
0.00000	0.22851
0.00000	0.20727
0.00000	0.20775
0.00000	0.21709
0.00000	0.21709
0.00000	0.20823
0.00000	0.21789
0.00000	0.21596
0.00000	0.20340
0.00000	0.20936
0.00000	0.21483
0.00000	0.21306
0.00000	0.21580
0.00000	0.20244
0.00000	0.18473
0.00000	0.21049
0.00000	0.21177
0.00000	0.21129
0.00000	0.20984
0.00000	0.20324
0.00000	0.20389
0.00000	0.22369
0.01035	0.22771
0.01035	0.20260
0.01035	0.21145
0.01035	0.20662
0.01035	0.20888
0.01035	0.20035
0.01035	0.20244
0.01035	0.20196
0.01035	0.21612
0.01035	0.20163
0.01035	0.20421
0.01035	0.22417
0.01035	0.21371
0.01035	0.21097
0.01035	0.20276
0.01035	0.21419
0.01035	0.22932
0.01035	0.22175
0.01035	0.20920
0.01035	0.22336
0.01035	0.21532
0.01035	0.20131
0.01035	0.20614
0.01035	0.20952
0.01035	0.21692
0.01035	0.19729
0.01035	0.21081
0.01035	0.22047
0.01035	0.21596
0.01035	0.22642
0.01035	0.22336
0.01035	0.21242
0.01035	0.23077
0.01035	0.22529
0.01035	0.21741
0.01035	0.23012
0.01035	0.21628
0.01035	0.22224
0.01035	0.23189
0.01035	0.22014
0.01035	0.21837
0.01035	0.21242
0.01035	0.21354
0.01035	0.21596
0.01035	0.22047
0.01035	0.21016
0.01035	0.22610
0.01035	0.23189
0.01035	0.20727
0.01035	0.21837
0.01035	0.21628
0.01035	0.22336
0.01035	0.22594
0.01035	0.20759
0.01035	0.21354
0.01035	0.21403
0.01035	0.22867
0.01035	0.23141
0.01035	0.22546
0.01035	0.21145
0.01035	0.21161
0.01035	0.21161
0.01035	0.23334
0.01035	0.22159
0.01035	0.20453
0.01035	0.19278
0.01035	0.19439
0.02070	0.21998
0.02070	0.21692
0.02070	0.20872
0.02070	0.20002
0.01035	0.21870
0.01035	0.21676
0.01035	0.19954
0.01035	0.20662
0.01035	0.21853
0.01035	0.23205
0.01035	0.22835
0.01035	0.20228
0.01035	0.21338
0.01035	0.23173
0.01035	0.21596
0.01035	0.22562
0.01035	0.22014
0.01035	0.20727
0.01035	0.22562
0.01035	0.21966
0.01035	0.22320
0.02070	0.21145
0.02070	0.21113
0.02070	0.21451
0.02070	0.22980
0.02070	0.21451
0.02070	0.20179
0.03104	0.21612
0.03104	0.21451
0.03104	0.22352
0.04139	0.22240
0.04139	0.21129
0.04139	0.21773
0.04139	0.21081
0.04139	0.21258
0.04139	0.22771
0.05174	0.22143
0.05174	0.20228
0.05174	0.18506
0.06209	0.21097
0.07244	0.22578
0.07244	0.22932
0.08279	0.22674
0.09313	0.22240
0.11383	0.21515
0.13453	0.23222
0.15522	0.21950
0.20696	0.22401
0.33114	0.21821
0.45532	0.20856
0.56915	0.19986
0.67263	0.21161
0.75542	0.21435
0.81751	0.21837
0.86925	0.19858
0.91064	0.18924
0.95203	0.19970
0.98308	0.21226
1.00378	0.21612
1.03482	0.22288
1.07621	0.23045
1.14865	0.21725
1.22109	0.21451
1.29352	0.21338
1.39701	0.20936
1.52118	0.22014
1.62467	0.22932
1.71780	0.21709
1.82128	0.22191
1.93511	0.21580
2.04894	0.21129
2.18347	0.21322
2.29730	0.21886
2.42148	0.22095
2.51461	0.20485
2.63879	0.21049
2.76297	0.20019
2.91819	0.22755
3.05272	0.20550
3.19759	0.21789
3.34247	0.20598
3.49769	0.21902
3.66326	0.20904
3.82883	0.21982
3.99440	0.22449
4.15997	0.22336
4.32555	0.22449
4.49112	0.21853
4.65669	0.19713
4.83261	0.20984
4.97748	0.19407
5.12236	0.20775
5.23619	0.19520
5.37071	0.21113
5.47420	0.20662
5.56733	0.21403
5.67081	0.22143
5.74325	0.20099
5.81569	0.19970
5.87778	0.20099
5.95021	0.20212
6.00195	0.19584
6.06404	0.19616
6.12613	0.19616
6.20892	0.21821
6.28136	0.21016
6.36414	0.21805
6.45727	0.21242
6.56076	0.21676
6.68493	0.21612
6.77807	0.21145
6.88155	0.20517
6.99538	0.18763
7.10921	0.21258
7.23339	0.18538
7.33687	0.20292
7.41966	0.20469
7.49209	0.20517
7.55418	0.20952
7.61627	0.20228
7.67836	0.21033
7.73010	0.19681
7.77150	0.20212
7.81289	0.19117
7.85428	0.19616
7.88533	0.20807
7.91637	0.18908
7.94741	0.21306
7.99916	0.20019
8.04055	0.21467
8.08194	0.20646
8.13368	0.22143
8.18542	0.21387
8.23716	0.21226
8.29925	0.22900
8.36134	0.21371
8.43378	0.21033
8.50622	0.19310
8.57865	0.20453
8.66144	0.20099
8.74423	0.20389
8.82701	0.19584
8.92015	0.18827
8.99258	0.20083
9.08572	0.22288
9.15815	0.21805
9.26164	0.21564
9.34442	0.20083
9.41686	0.20212
9.47895	0.20035
9.55139	0.21580
9.64452	0.20920
9.72730	0.21097
9.79974	0.20598
9.88253	0.21596
9.96531	0.21322
10.04810	0.21049
10.12054	0.21387
10.18262	0.21226
10.25506	0.20357
10.32750	0.20759
10.39994	0.20984
10.47237	0.20099
10.54481	0.21354
10.60690	0.21129
10.67934	0.20823
10.75178	0.21870
10.81386	0.21934
10.88630	0.22771
10.96909	0.22594
11.03118	0.21596
11.09327	0.21483
11.14501	0.22240
11.20710	0.21628
11.26919	0.20131
11.33127	0.20952
11.38302	0.21725
11.43476	0.22352
11.49685	0.22465
11.55894	0.21741
11.62102	0.21725
11.67277	0.21483
11.73485	0.20807
11.78660	0.21886
11.84868	0.21725
11.92112	0.21998
11.98321	0.22626
12.05565	0.22288
12.12809	0.22208
12.19018	0.22819
12.27296	0.22707
12.35575	0.23012
12.43853	0.21660
12.51097	0.20646
12.59375	0.21564
12.66619	0.20872
12.74898	0.21676
12.81107	0.21354
12.87316	0.23205
12.94559	0.22513
13.00768	0.24863
13.08012	0.24590
13.17325	0.22465
13.24569	0.24638
13.31813	0.23640
13.39057	0.23994
13.46300	0.24976
13.54579	0.25427
13.60788	0.24477
13.70101	0.24445
13.76310	0.26038
13.82519	0.26135
13.91832	0.24316
13.99076	0.26586
14.04250	0.26087
14.14598	0.25539
14.20807	0.23672
14.28051	0.26280
14.35295	0.26940
14.42539	0.26521
14.50817	0.25620
14.55991	0.27938
14.62200	0.29563
14.68409	0.28115
14.75653	0.30481
14.80827	0.29531
14.88071	0.32686
14.93245	0.33346
14.97384	0.35374
15.03593	0.36565
15.08767	0.36324
15.13941	0.38899
15.17046	0.37161
15.20150	0.40412
15.23254	0.41410
15.27394	0.42810
15.31533	0.46239
15.35672	0.47027
15.38777	0.47494
15.41881	0.48460
15.42916	0.50343
15.44986	0.49377
15.49125	0.53675
15.52229	0.55172
15.56369	0.56025
15.60508	0.58069
15.65682	0.60323
15.70856	0.65280
15.77065	0.70543
15.83274	0.73827
15.88448	0.77658
15.93622	0.85706
15.98796	0.91725
16.02936	0.95460
16.09144	1.00820
16.14319	1.08964
16.19493	1.14501
16.24667	1.20779
16.30876	1.27635
16.37085	1.35893
16.43294	1.44198
16.49502	1.51683
16.55711	1.57590
16.63990	1.66491
16.72268	1.75939
16.79512	1.86707
16.86756	1.93178
16.92965	2.02079
17.02278	2.11978
17.09522	2.17998
17.18835	2.25112
17.25044	2.29667
17.35392	2.37313
17.42636	2.42448
17.54019	2.47808
17.64367	2.50126
17.71611	2.55840
17.84029	2.59461
17.92308	2.65014
18.01621	2.65047
18.13004	2.65417
18.21283	2.66045
18.27491	2.62471
18.33700	2.60314
18.41979	2.58367
18.50257	2.57272
18.57501	2.52637
18.64745	2.46552
18.71989	2.42560
18.80267	2.36235
18.88546	2.31341
18.95790	2.23599
19.03033	2.17290
19.11312	2.13169
19.19590	2.03495
19.26834	1.97057
19.35113	1.89025
19.43391	1.77903
19.51670	1.71352
19.59948	1.63416
19.68227	1.55111
19.74436	1.47176
19.81680	1.37937
19.87888	1.29953
19.93063	1.22533
19.98237	1.14743
20.04446	1.08031
20.10655	1.00997
20.16863	0.95315
20.23072	0.88893
20.28246	0.83565
20.33421	0.78285
20.39629	0.72620
20.44804	0.67759
20.49978	0.62576
20.54117	0.59469
20.59291	0.55204
20.63430	0.51357
20.68604	0.49796
20.73778	0.44726
20.77918	0.43213
20.84127	0.41844
20.89301	0.40557
20.95510	0.38464
21.01719	0.37804
21.07928	0.36034
21.14136	0.35937
21.20345	0.35020
21.27589	0.34408
21.33798	0.33121
21.40007	0.33410
21.45181	0.33845
21.51390	0.30771
21.56564	0.32622
21.62773	0.31205
21.66912	0.29080
21.72086	0.28308
21.77260	0.27712
21.83469	0.28726
21.89678	0.28437
21.97957	0.29467
22.06235	0.28775
22.14514	0.28903
22.23827	0.29934
22.32106	0.29402
22.40384	0.28517
22.48663	0.29145
22.55907	0.29386
22.62116	0.29080
22.67290	0.28292
22.72464	0.29290
22.77638	0.29113
22.81777	0.28163
22.85917	0.27970
22.90056	0.27600
22.95230	0.27809
22.98334	0.27954
23.03508	0.28066
23.08683	0.27600
23.13857	0.28179
23.19031	0.27857
23.25240	0.29161
23.32483	0.28388
23.38692	0.26924
23.43866	0.28243
23.50075	0.28388
23.56284	0.28131
23.62493	0.27922
23.68702	0.28179
23.73876	0.27567
23.80085	0.28324
23.87329	0.26537
23.94573	0.27696
24.00781	0.27519
24.08025	0.26183
24.15269	0.26602
24.21478	0.27954
24.28722	0.28614
24.35965	0.28791
24.42174	0.29821
24.48383	0.28195
24.56662	0.29048
24.63905	0.28453
24.72184	0.27310
24.77358	0.27278
24.83567	0.26763
24.89776	0.27278
24.94950	0.27551
25.02194	0.29483
25.06333	0.28324
25.12542	0.30690
25.17716	0.28388
25.23925	0.29676
25.30134	0.29402
25.35308	0.29177
25.39447	0.28163
25.43587	0.27342
25.47726	0.29531
25.51865	0.28517
25.54970	0.29306
25.59109	0.29676
25.62213	0.28855
25.66353	0.29129
25.69457	0.30127
25.73596	0.28984
25.77736	0.28710
25.81875	0.29322
25.86014	0.27728
25.90153	0.26875
25.95328	0.27825
25.99467	0.29547
26.04641	0.29258
26.09815	0.27616
26.16024	0.28807
26.20163	0.29258
26.25337	0.29644
26.30511	0.29740
26.35686	0.29241
26.41894	0.30062
26.47069	0.29563
26.53277	0.28533
26.60521	0.29982
26.67765	0.29917
26.76044	0.30384
26.85357	0.30384
26.95705	0.30867
27.02949	0.28469
27.11227	0.27374
27.21576	0.28791
27.30889	0.29515
27.42272	0.28549
27.52620	0.29161
27.64003	0.29805
27.73317	0.29483
27.82630	0.28984
27.92978	0.30095
28.03326	0.30931
28.11605	0.30706
28.18849	0.29209
28.25058	0.29515
28.31266	0.29934
28.37475	0.29000
28.41615	0.29966
28.46789	0.29306
28.52998	0.27503
28.60241	0.29418
28.68520	0.30111
28.77833	0.29531
28.87147	0.30384
28.98530	0.29467
29.09913	0.30046
29.21296	0.29290
29.32679	0.30400
29.44062	0.30078
29.56480	0.31913
29.67863	0.31318
29.80280	0.30352
29.91663	0.31382
30.00977	0.30191
30.10290	0.28903
30.18569	0.30352
30.26847	0.29692
30.35126	0.28759
30.41335	0.30046
30.48579	0.28050
30.55822	0.29418
30.64101	0.30223
30.72379	0.28549
30.79623	0.27873
30.87902	0.30465
30.97215	0.28855
31.05494	0.32074
31.13772	0.30980
31.22051	0.32332
31.31364	0.31286
31.39643	0.30948
31.48956	0.30948
31.58269	0.32106
31.66548	0.29338
31.74827	0.30046
31.84140	0.29064
31.93453	0.29596
32.02767	0.29708
32.12080	0.30127
32.21393	0.29692
32.30707	0.30787
32.40020	0.30980
32.49334	0.32332
32.57612	0.31366
32.66926	0.30931
32.76239	0.30014
32.86587	0.30867
32.95900	0.30771
33.05214	0.28614
33.14527	0.30803
33.23841	0.29821
33.33154	0.29354
33.41433	0.28034
33.50746	0.29563
33.59024	0.29322
33.69373	0.28598
33.79721	0.29225
33.90069	0.29805
34.02487	0.28163
34.13870	0.29853
34.26288	0.30690
34.38706	0.30819
34.50089	0.31205
34.59402	0.30207
34.67681	0.30835
34.76994	0.30883
34.85272	0.33169
34.95621	0.31076
35.03899	0.32766
35.11143	0.32139
35.17352	0.30175
35.23561	0.30368
35.30805	0.31189
35.37013	0.30867
35.44257	0.30095
35.50466	0.30980
35.56675	0.30433
35.64954	0.30964
35.72197	0.30931
35.79441	0.30610
35.87720	0.31286
35.94963	0.30239
36.01172	0.30433
36.07381	0.31865
36.15660	0.30706
36.21869	0.31205
36.30147	0.31849
36.36356	0.31785
36.43600	0.31286
36.51878	0.30674
36.58087	0.32155
36.66366	0.31076
36.75679	0.30883
36.86027	0.32622
36.96376	0.30706
37.06724	0.30352
37.16037	0.31221
37.25351	0.31060
37.33629	0.30626
37.39838	0.30867
37.46047	0.30175
37.53291	0.30449
37.60534	0.31398
37.66743	0.30545
37.73987	0.30384
37.81231	0.30545
37.88475	0.30416
37.95718	0.30143
38.02962	0.31398
38.12275	0.30481
38.19519	0.30352
38.27798	0.29064
38.36076	0.29724
38.43320	0.30771
38.51599	0.28340
38.59877	0.28710
38.70225	0.29080
38.79539	0.30255
38.88852	0.29805
38.96096	0.30497
39.05409	0.29901
39.14723	0.30143
39.23001	0.30497
39.32315	0.31447
39.39558	0.30996
39.48872	0.31125
39.59220	0.31978
39.67498	0.31447
39.75777	0.30513
39.84055	0.29193
39.91299	0.28694
39.98543	0.29145
40.06822	0.29354
40.14065	0.30095
40.21309	0.29113
40.27518	0.30078
40.34762	0.29869
40.40971	0.29000
40.49249	0.28742
40.56493	0.28549
40.62702	0.30095
40.68911	0.29322
40.76154	0.30948
40.82363	0.30948
40.88572	0.30996
40.93746	0.29950
40.99955	0.30014
41.06164	0.27503
41.11338	0.29596
41.17547	0.30127
41.23756	0.30175
41.29965	0.30899
41.36174	0.29934
41.42383	0.29080
41.50661	0.29113
41.58940	0.29064
41.66184	0.29209
41.75497	0.29386
41.84811	0.29966
41.93089	0.28710
42.04472	0.29274
42.13785	0.30239
42.24134	0.30272
42.33447	0.31109
42.42760	0.29048
42.52074	0.30272
42.61387	0.30771
42.70701	0.29628
42.80014	0.30095
42.90362	0.29467
42.98641	0.28533
43.07954	0.28276
43.17267	0.30980
43.26581	0.29209
43.33825	0.29080
43.43138	0.28936
43.52451	0.29950
43.60730	0.28598
43.69008	0.30288
43.78322	0.29145
43.88670	0.30626
43.97983	0.29451
44.06262	0.30915
44.14540	0.30336
44.20749	0.29998
44.25923	0.31640
44.31098	0.32734
44.37306	0.31511
44.42481	0.31253
44.47655	0.30931
44.53864	0.30529
44.59038	0.30754
44.64212	0.30416
44.68351	0.30529
44.72490	0.30239
44.75595	0.28565
44.79734	0.29885
44.83873	0.28453
44.88013	0.30320
44.92152	0.29966
44.96291	0.30368
45.00430	0.30835
45.05605	0.30255
45.10779	0.30626
45.14918	0.29402
45.19057	0.29032
45.24231	0.29998
45.30440	0.30368
45.35614	0.29740
45.40788	0.30272
45.45963	0.30706
45.51137	0.31318
45.57346	0.31913
45.63554	0.31656
45.68729	0.30288
45.74937	0.31044
45.82181	0.32316
45.88390	0.31640
45.92529	0.31849
45.97704	0.31125
46.01843	0.32380
46.04947	0.30899
46.10121	0.31028
46.15295	0.31881
46.23574	0.30513
46.30818	0.32267
46.40131	0.31495
46.48410	0.30964
46.58758	0.29644
46.71176	0.29515
46.84628	0.30078
46.99116	0.30175
47.11534	0.31189
47.23952	0.30255
47.38439	0.31092
47.53961	0.30690
47.69484	0.32461
47.85006	0.29853
48.01563	0.29692
48.18120	0.30336
48.32608	0.30175
48.47095	0.29837
48.62617	0.30835
48.65722	0.31253
48.75035	0.30400
48.87453	0.30400
