Interference and Diffraction Data File Tue, Oct 23, 2018 3:48 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.02656	-0.00329
-0.02656	-0.00668
-0.02661	0.00025
-0.02661	-0.00039
-0.02661	-0.00088
-0.02667	-0.00023
-0.02667	-0.00072
-0.02672	0.00186
-0.02672	-0.00072
-0.02678	-0.00668
-0.02678	0.00573
-0.02678	0.00363
-0.02683	-0.00104
-0.02683	0.00702
-0.02683	-0.00152
-0.02689	-0.00507
-0.02689	0.00492
-0.02694	-0.00297
-0.02694	0.00041
-0.02694	-0.00039
-0.02700	0.00138
-0.02700	0.00154
-0.02706	-0.00474
-0.02706	-0.00023
-0.02706	0.00315
-0.02711	0.00122
-0.02711	0.00557
-0.02717	0.00218
-0.02717	0.00476
-0.02717	0.00589
-0.02722	0.00525
-0.02722	0.00283
-0.02728	0.00170
-0.02728	0.00589
-0.02733	0.00283
-0.02733	0.00766
-0.02733	0.00154
-0.02739	0.00460
-0.02739	0.00363
-0.02744	0.00557
-0.02744	-0.00555
-0.02750	0.00347
-0.02750	-0.00217
-0.02750	-0.00007
-0.02756	0.00025
-0.02756	0.00508
-0.02761	0.00573
-0.02761	-0.00426
-0.02761	0.00009
-0.02767	-0.00039
-0.02767	0.00235
-0.02772	0.00218
-0.02772	0.00267
-0.02772	-0.00152
-0.02778	0.00025
-0.02778	0.00138
-0.02778	0.00283
-0.02783	0.00186
-0.02783	0.00557
-0.02789	-0.00039
-0.02789	0.00460
-0.02789	-0.00345
-0.02794	-0.00088
-0.02794	0.00573
-0.02800	0.00670
-0.02800	0.00734
-0.02800	-0.00490
-0.02806	-0.00297
-0.02806	0.00686
-0.02811	-0.00088
-0.02811	-0.00249
-0.02817	0.00073
-0.02817	0.00090
-0.02817	-0.00249
-0.02822	-0.00039
-0.02822	-0.00072
-0.02828	0.00057
-0.02828	0.00154
-0.02833	-0.00055
-0.02833	0.00428
-0.02833	-0.00442
-0.02839	-0.00055
-0.02839	0.00283
-0.02844	-0.00039
-0.02844	0.00589
-0.02844	0.00653
-0.02850	0.00218
-0.02850	0.00476
-0.02856	-0.00394
-0.02856	-0.00507
-0.02856	0.00251
-0.02861	0.00605
-0.02861	-0.00023
-0.02867	0.00557
-0.02867	0.00315
-0.02867	-0.00104
-0.02872	0.00090
-0.02872	-0.00523
-0.02878	0.00186
-0.02878	0.00412
-0.02878	-0.00072
-0.02883	0.00525
-0.02883	0.00057
-0.02889	-0.00136
-0.02889	-0.00023
-0.02889	0.00460
-0.02894	-0.00120
-0.02894	-0.00684
-0.02900	0.00170
-0.02900	-0.00072
-0.02906	-0.00345
-0.02906	-0.00265
-0.02906	-0.00265
-0.02911	0.00444
-0.02911	0.00380
-0.02917	-0.00023
-0.02917	0.00927
-0.02922	0.00460
-0.02922	-0.00378
-0.02922	-0.00136
-0.02928	-0.00668
-0.02928	0.00363
-0.02933	-0.00217
-0.02933	-0.00313
-0.02933	0.00009
-0.02939	0.00396
-0.02939	0.00138
-0.02944	0.00363
-0.02944	-0.00104
-0.02944	-0.00120
-0.02950	-0.00249
-0.02950	0.00122
-0.02956	-0.00378
-0.02956	-0.00055
-0.02956	-0.00007
-0.02961	-0.00104
-0.02961	0.00396
-0.02967	-0.00426
-0.02967	-0.00281
-0.02967	0.00057
-0.02972	0.00283
-0.02972	-0.00088
-0.02978	0.00347
-0.02978	0.00412
-0.02978	0.00283
-0.02983	0.00170
-0.02983	-0.00088
-0.02989	-0.00394
-0.02989	-0.00039
-0.02994	-0.00184
-0.02994	0.00009
-0.02994	0.00202
-0.03000	0.00218
-0.03000	0.00460
-0.03006	0.00218
-0.03006	0.00283
-0.03011	0.00138
-0.03011	-0.00668
-0.03011	0.00347
-0.03017	0.00444
-0.03017	-0.00007
-0.03022	0.00347
-0.03022	-0.00007
-0.03022	0.00508
-0.03028	0.00476
-0.03028	-0.00200
-0.03033	-0.00297
-0.03033	-0.00635
-0.03033	-0.00136
-0.03039	0.00428
-0.03039	-0.00200
-0.03039	-0.00136
-0.03044	-0.00249
-0.03044	-0.00619
-0.03050	0.00283
-0.03050	0.00428
-0.03050	-0.00104
-0.03056	-0.00152
-0.03056	-0.00458
-0.03061	0.00186
-0.03061	-0.00088
-0.03061	-0.00442
-0.03067	0.00557
-0.03067	0.00476
-0.03072	0.00299
-0.03072	0.00557
-0.03078	-0.00072
-0.03078	0.00428
-0.03078	0.00073
-0.03083	-0.00072
-0.03083	0.00492
-0.03089	0.00235
-0.03089	-0.00265
-0.03089	0.00637
-0.03094	0.00444
-0.03094	0.00057
-0.03100	0.00412
-0.03100	0.00508
-0.03100	-0.00458
-0.03106	-0.00426
-0.03106	-0.00023
-0.03106	0.00525
-0.03111	0.00525
-0.03111	0.00734
-0.03117	0.00396
-0.03117	-0.00023
-0.03117	0.00621
-0.03122	0.00589
-0.03122	0.00766
-0.03128	0.00363
-0.03128	0.00557
-0.03128	-0.00426
-0.03133	0.00202
-0.03133	0.00073
-0.03139	0.00090
-0.03139	0.00798
-0.03144	0.00460
-0.03144	-0.00265
-0.03144	0.00492
-0.03150	0.00267
-0.03150	0.00073
-0.03156	-0.00055
-0.03156	0.00106
-0.03156	0.00122
-0.03161	0.00460
-0.03161	0.00041
-0.03167	0.00267
-0.03167	-0.00007
-0.03172	0.00653
-0.03172	0.00218
-0.03172	0.00122
-0.03178	0.00106
-0.03178	-0.00055
-0.03178	0.00299
-0.03183	-0.00055
-0.03183	0.00702
-0.03189	0.00122
-0.03189	0.00766
-0.03189	0.00508
-0.03194	0.00122
-0.03194	0.00025
-0.03200	0.00879
-0.03200	0.00154
-0.03200	0.00573
-0.03206	0.00525
-0.03206	-0.00088
-0.03206	0.00637
-0.03211	0.00170
-0.03211	0.00412
-0.03217	0.00170
-0.03217	0.00106
-0.03217	-0.00072
-0.03222	0.00235
-0.03222	0.00541
-0.03228	0.00090
-0.03228	-0.00072
-0.03233	0.00025
-0.03233	-0.00072
-0.03233	0.00025
-0.03239	0.00541
-0.03239	0.00525
-0.03239	-0.00490
-0.03244	0.00508
-0.03244	0.00025
-0.03250	-0.00104
-0.03250	-0.00635
-0.03256	0.00235
-0.03256	0.00347
-0.03256	-0.00168
-0.03261	0.00525
-0.03261	-0.00023
-0.03261	-0.00297
-0.03267	0.00331
-0.03267	0.00106
-0.03272	0.00347
-0.03272	0.00444
-0.03272	0.00460
-0.03278	0.00380
-0.03278	0.00557
-0.03283	0.00299
-0.03283	-0.00120
-0.03283	-0.00652
-0.03289	0.00557
-0.03289	0.00041
-0.03289	0.00815
-0.03294	-0.00088
-0.03294	-0.00120
-0.03294	0.00879
-0.03300	0.00009
-0.03300	0.00267
-0.03306	-0.00136
-0.03306	-0.00088
-0.03306	0.00267
-0.03311	0.00218
-0.03311	-0.00200
-0.03317	-0.00088
-0.03317	0.00444
-0.03322	-0.00249
-0.03322	-0.00039
-0.03322	-0.00523
-0.03328	0.00347
-0.03328	-0.00297
-0.03333	-0.00152
-0.03333	0.00090
-0.03333	0.00299
-0.03339	-0.00555
-0.03339	0.00541
-0.03344	0.00331
-0.03344	-0.00152
-0.03344	0.00460
-0.03350	-0.00055
-0.03350	-0.00426
-0.03356	0.00815
-0.03356	0.00218
-0.03356	-0.00780
-0.03361	-0.00055
-0.03361	0.00605
-0.03367	0.00315
-0.03367	-0.00200
-0.03367	-0.00281
-0.03372	0.00347
-0.03372	0.00122
-0.03372	0.00283
-0.03378	0.00525
-0.03378	0.00557
-0.03383	-0.00136
-0.03383	0.00653
-0.03383	-0.00587
-0.03389	0.00299
-0.03389	0.00057
-0.03394	-0.00055
-0.03394	-0.00587
-0.03394	0.00202
-0.03400	-0.00523
-0.03400	0.00186
-0.03406	0.00380
-0.03406	0.00363
-0.03406	-0.00281
-0.03411	0.00073
-0.03411	-0.00668
-0.03417	-0.00055
-0.03417	-0.00829
-0.03417	0.00460
-0.03422	0.00363
-0.03422	0.00218
-0.03428	-0.00039
-0.03428	-0.00120
-0.03428	0.00235
-0.03433	0.00235
-0.03433	0.00363
-0.03439	-0.00072
-0.03439	0.00653
-0.03439	-0.00120
-0.03444	0.00508
-0.03444	0.00235
-0.03444	0.00444
-0.03450	0.00557
-0.03450	0.00460
-0.03456	0.00508
-0.03456	0.00267
-0.03456	-0.00168
-0.03461	-0.00055
-0.03461	0.00605
-0.03467	0.00621
-0.03467	-0.00265
-0.03467	0.00041
-0.03472	-0.00362
-0.03472	0.00525
-0.03478	0.00621
-0.03478	-0.00023
-0.03483	-0.00426
-0.03483	0.00347
-0.03483	0.00106
-0.03489	0.00122
-0.03489	-0.00426
-0.03489	0.00621
-0.03494	0.00508
-0.03494	0.00041
-0.03500	-0.00055
-0.03500	0.00831
-0.03506	-0.00345
-0.03506	0.00138
-0.03506	0.00637
-0.03511	0.00090
-0.03511	-0.00394
-0.03511	0.00218
-0.03517	0.00573
-0.03517	-0.00265
-0.03522	-0.00249
-0.03522	0.00508
-0.03522	0.00073
-0.03528	0.00702
-0.03528	0.00621
-0.03528	-0.00281
-0.03533	-0.00329
-0.03533	0.00138
-0.03539	-0.00378
-0.03539	0.00750
-0.03544	0.00541
-0.03544	0.00621
-0.03544	0.00267
-0.03550	0.00218
-0.03550	0.00251
-0.03556	0.00202
-0.03556	0.00396
-0.03556	-0.00184
-0.03561	0.00734
-0.03561	0.00170
-0.03567	0.00218
-0.03567	0.00154
-0.03567	0.00315
-0.03572	0.00138
-0.03572	0.00299
-0.03578	-0.00023
-0.03578	0.00460
-0.03578	0.00589
-0.03583	0.00235
-0.03583	0.00670
-0.03589	0.00879
-0.03589	0.00025
-0.03589	0.00090
-0.03594	0.00525
-0.03594	0.00090
-0.03600	0.00621
-0.03600	0.00637
-0.03600	0.00557
-0.03606	0.00621
-0.03606	0.00492
-0.03611	-0.00023
-0.03611	0.00734
-0.03611	0.00170
-0.03617	-0.00072
-0.03617	0.00057
-0.03617	0.00073
-0.03622	0.00686
-0.03622	0.00621
-0.03628	0.00186
-0.03628	0.00106
-0.03633	-0.00265
-0.03633	0.00557
-0.03633	0.00106
-0.03639	-0.00249
-0.03639	0.00154
-0.03639	0.00251
-0.03644	0.00525
-0.03644	-0.00088
-0.03650	0.00041
-0.03650	-0.00668
-0.03656	0.00605
-0.03656	0.00637
-0.03656	0.00073
-0.03661	0.00138
-0.03661	0.00541
-0.03667	0.00106
-0.03667	0.00702
-0.03667	0.00009
-0.03672	0.00057
-0.03672	0.00154
-0.03678	-0.00458
-0.03678	0.00057
-0.03678	0.00218
-0.03683	0.00283
-0.03683	-0.00184
-0.03683	-0.00055
-0.03689	-0.00072
-0.03689	0.00235
-0.03694	-0.00088
-0.03694	0.00009
-0.03694	0.00218
-0.03700	-0.00555
-0.03700	0.00460
-0.03706	0.00363
-0.03706	-0.00120
-0.03706	0.00138
-0.03711	-0.00265
-0.03711	0.00525
-0.03717	-0.00281
-0.03717	-0.00474
-0.03717	-0.00635
-0.03722	0.00412
-0.03722	-0.00507
-0.03728	0.00122
-0.03728	-0.00297
-0.03733	-0.00507
-0.03733	-0.00748
-0.03733	-0.00120
-0.03739	0.00154
-0.03739	-0.00265
-0.03744	0.00492
-0.03744	0.00492
-0.03750	-0.00297
-0.03750	0.00573
-0.03750	0.00041
-0.03756	-0.00039
-0.03756	-0.00958
-0.03761	0.00396
-0.03761	-0.00168
-0.03761	-0.00184
-0.03767	-0.00684
-0.03767	-0.00023
-0.03767	-0.00088
-0.03772	-0.00780
-0.03772	-0.00748
-0.03778	0.00170
-0.03778	-0.00249
-0.03778	-0.00184
-0.03783	0.00380
-0.03783	-0.00297
-0.03789	-0.00184
-0.03789	-0.00152
-0.03789	0.00106
-0.03794	0.00235
-0.03794	0.00331
-0.03800	-0.00200
-0.03800	0.00686
-0.03806	0.00541
-0.03806	-0.00023
-0.03806	0.00396
-0.03811	0.00009
-0.03811	-0.00007
-0.03817	-0.00055
-0.03817	0.00009
-0.03817	0.00363
-0.03822	-0.00055
-0.03822	0.00557
-0.03828	0.00396
-0.03828	0.00670
-0.03833	0.00299
-0.03833	-0.00281
-0.03833	-0.00104
-0.03839	-0.00023
-0.03839	0.00009
-0.03844	0.00218
-0.03844	0.00235
-0.03844	-0.00329
-0.03850	0.00218
-0.03850	0.00025
-0.03856	-0.00007
-0.03856	0.00347
-0.03856	0.00170
-0.03861	-0.00490
-0.03861	-0.00152
-0.03867	0.00235
-0.03867	0.00621
-0.03867	0.00396
-0.03872	0.00057
-0.03872	0.00073
-0.03878	-0.00265
-0.03878	0.00670
-0.03878	0.00283
-0.03883	-0.00023
-0.03883	0.00009
-0.03889	0.00202
-0.03889	0.00154
-0.03889	-0.00217
-0.03894	0.00090
-0.03894	-0.00265
-0.03900	0.00460
-0.03900	0.00637
-0.03906	0.00347
-0.03906	-0.00007
-0.03906	0.00170
-0.03911	0.00186
-0.03911	0.00670
-0.03917	-0.00023
-0.03917	0.00154
-0.03922	0.00911
-0.03922	0.00476
-0.03928	0.00766
-0.03928	0.00267
-0.03928	0.00428
-0.03933	0.00186
-0.03933	0.00670
-0.03933	0.00653
-0.03939	0.00090
-0.03939	0.00702
-0.03944	0.00541
-0.03944	0.00073
-0.03944	-0.00120
-0.03950	0.00090
-0.03950	0.00041
-0.03956	0.00235
-0.03956	0.00815
-0.03956	0.00718
-0.03961	0.00847
-0.03961	0.00734
-0.03967	0.00057
-0.03967	-0.00088
-0.03972	0.00734
-0.03972	0.00251
-0.03972	0.00412
-0.03978	0.00331
-0.03978	0.00057
-0.03983	0.00718
-0.03983	0.00057
-0.03983	0.00347
-0.03989	0.00525
-0.03989	-0.00442
-0.03994	0.00605
-0.03994	-0.00362
-0.04000	-0.00072
-0.04000	0.00670
-0.04000	0.00525
-0.04006	0.00202
-0.04006	0.00750
-0.04011	-0.00039
-0.04011	0.00460
-0.04011	0.00476
-0.04017	-0.00539
-0.04017	0.00073
-0.04022	0.00347
-0.04022	-0.00152
-0.04022	0.00492
-0.04028	-0.00378
-0.04028	0.00492
-0.04033	-0.00442
-0.04033	0.00557
-0.04033	0.00525
-0.04039	0.00428
-0.04039	0.00412
-0.04039	0.00525
-0.04044	0.00363
-0.04044	-0.00168
-0.04050	0.00380
-0.04050	-0.00539
-0.04056	0.00557
-0.04056	0.00331
-0.04056	-0.00378
-0.04061	-0.00233
-0.04061	0.00428
-0.04067	-0.00555
-0.04067	-0.00313
-0.04067	-0.00571
-0.04072	-0.00281
-0.04072	0.00057
-0.04078	0.00315
-0.04078	0.00299
-0.04083	-0.00587
-0.04083	0.00106
-0.04083	-0.00072
-0.04089	-0.00184
-0.04089	-0.00120
-0.04094	-0.00668
-0.04094	-0.00136
-0.04094	-0.00619
-0.04100	0.00106
-0.04100	-0.00104
-0.04106	-0.00700
-0.04106	-0.00120
-0.04106	0.00154
-0.04111	-0.00104
-0.04111	-0.00587
-0.04111	0.00444
-0.04117	-0.00120
-0.04117	0.00218
-0.04122	-0.00490
-0.04122	-0.00490
-0.04122	-0.00394
-0.04128	0.00412
-0.04128	-0.00152
-0.04133	-0.00829
-0.04133	-0.00571
-0.04133	0.00122
-0.04139	0.00315
-0.04139	-0.00635
-0.04144	-0.00281
-0.04144	0.00267
-0.04150	-0.00136
-0.04150	0.00186
-0.04150	-0.00023
-0.04156	-0.00732
-0.04156	0.00170
-0.04161	0.00202
-0.04161	0.00347
-0.04167	-0.00233
-0.04167	-0.00136
-0.04167	0.00573
-0.04172	-0.00055
-0.04172	-0.00345
-0.04172	-0.00104
-0.04178	0.00347
-0.04178	-0.00217
-0.04183	-0.00023
-0.04183	0.00122
-0.04183	-0.00490
-0.04189	-0.00088
-0.04189	-0.00394
-0.04194	0.00476
-0.04194	-0.00362
-0.04194	0.00621
-0.04200	0.00976
-0.04200	-0.00362
-0.04200	0.00025
-0.04206	0.00331
-0.04206	0.00621
-0.04211	0.00412
-0.04211	0.00605
-0.04211	0.00122
-0.04217	0.00508
-0.04217	0.00154
-0.04222	0.00525
-0.04222	0.00202
-0.04222	0.00895
-0.04228	0.00702
-0.04228	0.00315
-0.04233	0.00186
-0.04233	0.00331
-0.04233	0.00412
-0.04239	-0.00072
-0.04239	0.00815
-0.04244	0.00218
-0.04244	0.00283
-0.04244	0.00508
-0.04250	0.00815
-0.04250	0.00283
-0.04256	0.00186
-0.04256	-0.00007
-0.04256	-0.00039
-0.04261	0.00734
-0.04261	-0.00168
-0.04267	0.00508
-0.04267	0.00944
-0.04267	0.00895
-0.04272	0.00428
-0.04272	0.00976
-0.04278	0.00525
-0.04278	-0.00039
-0.04278	0.01008
-0.04283	0.00138
-0.04283	0.00702
-0.04283	0.00315
-0.04289	0.00573
-0.04289	0.00605
-0.04294	0.00944
-0.04294	0.00396
-0.04294	0.00009
-0.04300	0.00218
-0.04300	0.00621
-0.04306	0.00186
-0.04306	0.00363
-0.04306	0.00299
-0.04311	0.00782
-0.04311	0.00863
-0.04311	0.00396
-0.04317	0.00428
-0.04317	0.00460
-0.04322	-0.00023
-0.04322	0.00911
-0.04328	0.00396
-0.04328	0.00815
-0.04328	0.01024
-0.04333	0.00380
-0.04333	0.00573
-0.04339	0.00541
-0.04339	0.00702
-0.04339	0.00750
-0.04344	0.00347
-0.04344	-0.00184
-0.04350	0.00750
-0.04350	0.00251
-0.04350	0.00992
-0.04356	-0.00072
-0.04356	0.00186
-0.04356	0.00315
-0.04361	-0.00281
-0.04361	0.00041
-0.04367	0.00396
-0.04367	0.00347
-0.04367	0.00122
-0.04372	0.00798
-0.04372	0.00557
-0.04372	0.00750
-0.04378	0.00831
-0.04378	0.00186
-0.04383	-0.00265
-0.04383	0.00251
-0.04383	0.00122
-0.04389	0.00621
-0.04389	0.00637
-0.04394	0.00428
-0.04394	0.00863
-0.04394	0.00492
-0.04400	0.00218
-0.04400	0.00557
-0.04406	0.00508
-0.04406	-0.00329
-0.04411	-0.00007
-0.04411	0.00090
-0.04411	0.00444
-0.04417	0.00637
-0.04417	0.00218
-0.04417	0.00605
-0.04422	0.00444
-0.04422	0.00170
-0.04428	0.00106
-0.04428	0.00122
-0.04428	0.00621
-0.04433	0.00428
-0.04433	0.00009
-0.04439	0.00412
-0.04439	-0.00088
-0.04439	-0.00023
-0.04444	0.00428
-0.04444	0.00106
-0.04444	-0.00555
-0.04450	0.00041
-0.04450	-0.00764
-0.04456	-0.00507
-0.04456	0.00122
-0.04456	-0.00152
-0.04461	-0.00555
-0.04461	-0.00104
-0.04467	0.00444
-0.04467	-0.00652
-0.04467	0.00525
-0.04472	0.00122
-0.04472	-0.00249
-0.04478	0.00235
-0.04478	0.00154
-0.04478	0.00347
-0.04483	-0.00136
-0.04483	-0.00200
-0.04489	0.00057
-0.04489	-0.00668
-0.04489	0.00299
-0.04494	0.00154
-0.04494	-0.00039
-0.04500	-0.00748
-0.04500	0.00347
-0.04506	-0.00410
-0.04506	-0.00410
-0.04506	0.00057
-0.04511	-0.00265
-0.04511	-0.00007
-0.04511	0.00106
-0.04517	0.00218
-0.04517	-0.00055
-0.04522	0.00589
-0.04522	-0.00184
-0.04522	0.00653
-0.04528	0.00267
-0.04528	-0.00168
-0.04528	-0.00184
-0.04533	-0.00136
-0.04533	0.00412
-0.04539	0.00251
-0.04539	0.00122
-0.04539	-0.00039
-0.04544	0.00122
-0.04544	0.00363
-0.04550	0.00041
-0.04550	0.00009
-0.04550	-0.00120
-0.04556	-0.00410
-0.04556	0.00090
-0.04561	-0.00426
-0.04561	0.00541
-0.04567	0.00090
-0.04567	0.00718
-0.04567	0.00670
-0.04572	-0.00120
-0.04572	-0.00410
-0.04578	0.00476
-0.04578	0.00218
-0.04578	0.00444
-0.04583	0.00090
-0.04583	0.00541
-0.04589	0.00299
-0.04589	-0.00152
-0.04589	0.00637
-0.04594	0.00782
-0.04594	0.00041
-0.04594	-0.00023
-0.04600	-0.00088
-0.04600	0.00235
-0.04606	0.00541
-0.04606	0.00847
-0.04606	0.00251
-0.04611	0.00541
-0.04611	0.00976
-0.04617	0.00589
-0.04617	0.00798
-0.04617	0.00444
-0.04622	0.00992
-0.04622	-0.00120
-0.04628	0.00911
-0.04628	0.00444
-0.04628	-0.00152
-0.04633	0.00460
-0.04633	0.00718
-0.04639	0.00138
-0.04639	0.00589
-0.04639	0.00090
-0.04644	0.00911
-0.04644	0.00508
-0.04650	0.00798
-0.04650	0.00879
-0.04656	0.00428
-0.04656	0.00927
-0.04656	0.00976
-0.04661	0.00073
-0.04661	0.00879
-0.04667	0.00170
-0.04667	0.00944
-0.04667	0.00444
-0.04672	0.00927
-0.04672	0.00798
-0.04678	0.00847
-0.04678	0.00444
-0.04678	0.00428
-0.04683	0.00686
-0.04683	0.00927
-0.04683	0.01024
-0.04689	0.00992
-0.04689	0.01121
-0.04694	0.01314
-0.04694	0.00492
-0.04700	-0.00023
-0.04700	0.00363
-0.04700	0.00863
-0.04706	-0.00184
-0.04706	0.00831
-0.04706	-0.00120
-0.04711	0.00944
-0.04711	0.00106
-0.04717	0.00621
-0.04717	0.00251
-0.04722	0.00766
-0.04722	0.00476
-0.04722	0.01056
-0.04728	-0.00088
-0.04728	0.00363
-0.04733	0.00992
-0.04733	0.00428
-0.04733	0.00460
-0.04739	0.00541
-0.04739	-0.00168
-0.04744	0.00831
-0.04744	-0.00184
-0.04750	0.00412
-0.04750	-0.00297
-0.04750	-0.00297
-0.04756	0.00138
-0.04756	-0.00136
-0.04761	0.00380
-0.04761	0.00186
-0.04761	0.00412
-0.04767	0.00218
-0.04767	-0.00168
-0.04772	0.00090
-0.04772	-0.00007
-0.04772	-0.00281
-0.04778	0.00605
-0.04778	0.00090
-0.04778	0.00154
-0.04783	0.00541
-0.04783	0.00057
-0.04789	0.00057
-0.04789	0.00057
-0.04789	-0.00104
-0.04794	0.00412
-0.04794	0.00525
-0.04800	0.00460
-0.04800	0.00057
-0.04800	-0.00200
-0.04806	-0.00200
-0.04806	0.00508
-0.04811	0.00589
-0.04811	0.00380
-0.04817	0.00122
-0.04817	0.00009
-0.04817	-0.00055
-0.04822	0.00154
-0.04822	-0.00635
-0.04828	-0.00329
-0.04828	-0.00023
-0.04833	-0.00329
-0.04833	-0.00619
-0.04833	-0.00200
-0.04839	0.00235
-0.04839	-0.00007
-0.04844	-0.00152
-0.04844	0.00347
-0.04844	-0.00136
-0.04850	-0.00265
-0.04850	-0.00780
-0.04856	0.00525
-0.04856	-0.00668
-0.04856	-0.00152
-0.04861	-0.00845
-0.04861	-0.00813
-0.04867	-0.01038
-0.04867	0.00315
-0.04867	0.00637
-0.04872	-0.00217
-0.04872	0.00106
-0.04878	0.00267
-0.04878	-0.00007
-0.04878	-0.00652
-0.04883	-0.00297
-0.04883	0.00025
-0.04889	-0.00072
-0.04889	0.00057
-0.04894	-0.00249
-0.04894	-0.00507
-0.04894	-0.00684
-0.04900	0.00218
-0.04900	-0.00458
-0.04906	0.00460
-0.04906	-0.00023
-0.04906	0.00235
-0.04911	-0.00152
-0.04911	-0.00217
-0.04917	-0.00394
-0.04917	-0.00120
-0.04922	0.00106
-0.04922	-0.00152
-0.04922	0.00653
-0.04928	-0.00039
-0.04928	0.00315
-0.04933	0.00428
-0.04933	0.00283
-0.04933	-0.00684
-0.04939	-0.00039
-0.04939	0.00347
-0.04944	-0.00023
-0.04944	0.00476
-0.04944	0.00025
-0.04950	0.00009
-0.04950	0.00541
-0.04956	-0.00426
-0.04956	0.00347
-0.04956	0.00653
-0.04961	-0.00088
-0.04961	0.00218
-0.04967	0.00299
-0.04967	0.00380
-0.04967	0.00106
-0.04972	0.00009
-0.04972	-0.00329
-0.04978	-0.00120
-0.04978	0.00396
-0.04978	0.00283
-0.04983	0.00396
-0.04983	0.00428
-0.04989	0.00573
-0.04989	0.00460
-0.04994	-0.00039
-0.04994	0.00525
-0.04994	0.00670
-0.05000	0.01105
-0.05000	0.00686
-0.05006	0.00090
-0.05006	0.00976
-0.05011	0.00396
-0.05011	0.00621
-0.05011	0.01105
-0.05017	-0.00055
-0.05017	0.00541
-0.05017	-0.00039
-0.05022	0.00396
-0.05022	0.00460
-0.05028	0.01008
-0.05028	0.01169
-0.05028	0.00847
-0.05033	0.01072
-0.05033	0.00798
-0.05039	0.00879
-0.05039	0.00251
-0.05039	0.00557
-0.05044	0.01056
-0.05044	0.01201
-0.05050	0.00508
-0.05050	0.00911
-0.05050	0.00573
-0.05056	0.00718
-0.05056	0.00380
-0.05061	0.00718
-0.05061	0.01282
-0.05061	0.00525
-0.05067	0.01234
-0.05067	0.00573
-0.05072	0.00976
-0.05072	-0.00039
-0.05078	0.01040
-0.05078	0.01169
-0.05078	0.00347
-0.05083	0.01298
-0.05083	0.01266
-0.05089	0.01056
-0.05089	0.00702
-0.05089	0.00879
-0.05094	0.00412
-0.05094	0.01169
-0.05100	0.00831
-0.05100	0.01121
-0.05100	0.00428
-0.05106	0.00041
-0.05106	0.00815
-0.05111	0.00976
-0.05111	0.00637
-0.05111	0.00944
-0.05117	0.00686
-0.05117	0.01298
-0.05122	0.00283
-0.05122	0.00976
-0.05122	0.00653
-0.05128	0.01217
-0.05128	0.00428
-0.05128	0.00927
-0.05133	0.00428
-0.05133	0.00444
-0.05139	0.00686
-0.05139	0.00766
-0.05144	0.01121
-0.05144	0.00798
-0.05144	0.01089
-0.05150	0.00073
-0.05150	0.00782
-0.05156	0.01040
-0.05156	0.00960
-0.05161	0.00396
-0.05161	0.01040
-0.05161	0.00557
-0.05167	-0.00104
-0.05167	0.00766
-0.05172	0.00235
-0.05172	0.00702
-0.05172	0.00347
-0.05178	0.00347
-0.05178	0.00702
-0.05183	0.00363
-0.05183	0.00718
-0.05183	-0.00313
-0.05189	0.00106
-0.05189	0.00218
-0.05189	0.00363
-0.05194	-0.00072
-0.05194	0.00782
-0.05200	0.00154
-0.05200	0.00637
-0.05200	0.00670
-0.05206	0.00621
-0.05206	0.00122
-0.05211	0.00009
-0.05211	0.00428
-0.05211	0.00154
-0.05217	0.00347
-0.05217	0.00057
-0.05217	0.00525
-0.05222	-0.00120
-0.05222	-0.00007
-0.05228	-0.00587
-0.05228	-0.00345
-0.05233	0.00331
-0.05233	0.00041
-0.05233	0.00299
-0.05239	-0.00297
-0.05239	0.00347
-0.05244	-0.00426
-0.05244	0.00363
-0.05244	-0.00474
-0.05250	-0.00378
-0.05250	0.00138
-0.05256	0.00347
-0.05256	-0.00136
-0.05261	-0.00152
-0.05261	0.00525
-0.05261	0.00428
-0.05267	-0.00893
-0.05267	0.00653
-0.05267	0.00090
-0.05272	-0.00055
-0.05272	0.00412
-0.05278	-0.00120
-0.05278	-0.00233
-0.05278	0.00235
-0.05283	0.00170
-0.05283	-0.00378
-0.05283	-0.00184
-0.05289	0.00396
-0.05289	0.00589
-0.05294	0.00508
-0.05294	0.00073
-0.05294	0.00235
-0.05300	0.00025
-0.05300	0.00525
-0.05306	0.00073
-0.05306	-0.00023
-0.05306	0.00041
-0.05311	0.00283
-0.05311	0.00299
-0.05317	0.00702
-0.05317	0.00573
-0.05317	0.00476
-0.05322	0.00653
-0.05322	0.00573
-0.05328	-0.00168
-0.05328	0.00202
-0.05328	0.00895
-0.05333	0.00347
-0.05333	0.00879
-0.05339	-0.00265
-0.05339	0.00782
-0.05339	-0.00120
-0.05344	0.00863
-0.05344	0.00734
-0.05350	0.00782
-0.05350	0.00476
-0.05350	0.00621
-0.05356	0.00283
-0.05356	0.01008
-0.05356	0.00041
-0.05361	0.00202
-0.05361	0.00202
-0.05367	0.00992
-0.05367	0.01137
-0.05367	0.00847
-0.05372	0.00573
-0.05372	0.01024
-0.05372	0.00637
-0.05378	0.01169
-0.05378	0.00557
-0.05383	0.00138
-0.05383	0.00750
-0.05383	0.00557
-0.05389	0.01282
-0.05389	0.01185
-0.05394	0.00444
-0.05394	0.00944
-0.05394	0.00718
