Interference and Diffraction Data File Tue, Oct 23, 2018 3:48 PM
Sensor Position (Meters)	Light Intensity (Volts)
-0.05400	0.00766
-0.05400	0.01330
-0.05406	0.00718
-0.05406	0.00702
-0.05411	0.00734
-0.05411	0.01588
-0.05411	0.01024
-0.05417	0.01266
-0.05417	0.00170
-0.05417	0.00960
-0.05422	0.01556
-0.05422	0.01395
-0.05428	0.01266
-0.05428	0.00879
-0.05428	0.00718
-0.05433	0.01524
-0.05433	0.00911
-0.05439	0.01330
-0.05439	0.01427
-0.05439	0.01411
-0.05444	0.00863
-0.05444	0.00460
-0.05444	0.01121
-0.05450	0.00573
-0.05450	0.01250
-0.05456	0.01652
-0.05456	0.01540
-0.05456	0.01137
-0.05461	0.01427
-0.05461	0.01652
-0.05467	0.01733
-0.05467	0.00589
-0.05467	0.00637
-0.05472	0.00960
-0.05472	0.01395
-0.05478	0.00863
-0.05478	0.01169
-0.05478	0.00734
-0.05483	0.01040
-0.05483	0.00879
-0.05489	0.01427
-0.05489	0.01137
-0.05489	0.01298
-0.05494	0.01540
-0.05494	0.01266
-0.05500	0.01362
-0.05500	0.00718
-0.05506	0.01008
-0.05506	0.00508
-0.05506	0.01137
-0.05511	0.01298
-0.05511	0.00815
-0.05511	0.01330
-0.05517	0.01282
-0.05517	0.00766
-0.05522	0.00686
-0.05522	0.00653
-0.05522	0.00992
-0.05528	0.00879
-0.05528	0.00879
-0.05528	0.00670
-0.05533	0.01379
-0.05533	0.00911
-0.05539	0.00895
-0.05539	0.00686
-0.05539	0.00621
-0.05544	0.01137
-0.05544	0.00831
-0.05550	0.01056
-0.05550	0.00428
-0.05550	0.00363
-0.05556	0.00186
-0.05556	0.00380
-0.05561	0.00621
-0.05561	0.00605
-0.05561	0.00621
-0.05567	-0.00458
-0.05567	0.00605
-0.05572	0.00186
-0.05572	0.00170
-0.05572	0.00927
-0.05578	0.00073
-0.05578	0.00718
-0.05583	0.00251
-0.05583	0.00251
-0.05583	0.01056
-0.05589	0.00605
-0.05589	0.00251
-0.05594	-0.00748
-0.05594	-0.00313
-0.05594	0.00347
-0.05600	0.00476
-0.05600	0.00525
-0.05600	0.00315
-0.05605	0.00798
-0.05605	-0.00136
-0.05611	0.00186
-0.05611	0.00702
-0.05611	0.00009
-0.05617	0.00315
-0.05617	0.00557
-0.05622	-0.00136
-0.05622	0.00299
-0.05622	0.00573
-0.05628	-0.00297
-0.05628	-0.00007
-0.05633	0.00009
-0.05633	-0.00297
-0.05633	-0.00072
-0.05639	0.00186
-0.05639	-0.00764
-0.05644	-0.00088
-0.05644	0.00299
-0.05644	0.00541
-0.05650	-0.00555
-0.05650	-0.00055
-0.05655	0.00057
-0.05655	-0.00055
-0.05661	0.00412
-0.05661	-0.00055
-0.05661	0.00106
-0.05667	0.00138
-0.05667	-0.00104
-0.05672	0.00041
-0.05672	0.00057
-0.05672	-0.00168
-0.05678	-0.00023
-0.05678	0.00605
-0.05678	0.00347
-0.05683	0.00363
-0.05683	0.00428
-0.05689	0.00073
-0.05689	0.00476
-0.05689	-0.00233
-0.05694	0.00589
-0.05694	0.00025
-0.05700	0.00380
-0.05700	0.00380
-0.05700	-0.00748
-0.05705	0.00154
-0.05705	0.00025
-0.05705	0.00138
-0.05711	0.00331
-0.05711	0.00541
-0.05717	0.00847
-0.05717	0.00815
-0.05717	0.00235
-0.05722	0.00202
-0.05722	0.00911
-0.05728	0.00895
-0.05728	-0.00120
-0.05728	0.00879
-0.05733	0.00621
-0.05733	0.00960
-0.05739	0.00992
-0.05739	0.00557
-0.05744	0.00863
-0.05744	0.00653
-0.05744	0.00911
-0.05750	0.01121
-0.05750	0.00718
-0.05755	0.00798
-0.05755	0.00670
-0.05755	0.00911
-0.05761	0.01024
-0.05761	0.01266
-0.05767	0.01250
-0.05767	0.00299
-0.05767	0.01524
-0.05772	0.00573
-0.05772	0.00396
-0.05772	0.01443
-0.05778	0.00992
-0.05778	0.01475
-0.05783	0.00911
-0.05783	0.01830
-0.05783	0.01797
-0.05789	0.01556
-0.05789	0.01459
-0.05794	0.01459
-0.05794	0.00605
-0.05794	0.01072
-0.05800	0.01298
-0.05800	0.01314
-0.05805	0.01443
-0.05805	0.01443
-0.05805	0.01234
-0.05811	0.01878
-0.05811	0.01717
-0.05817	0.02087
-0.05817	0.01346
-0.05817	0.01411
-0.05822	0.01395
-0.05822	0.01556
-0.05828	0.00895
-0.05828	0.01652
-0.05833	0.02071
-0.05833	0.01701
-0.05833	0.01459
-0.05839	0.01524
-0.05839	0.01443
-0.05844	0.01926
-0.05844	0.01701
-0.05844	0.01814
-0.05850	0.00911
-0.05850	0.01572
-0.05855	0.02023
-0.05855	0.01443
-0.05855	0.01475
-0.05861	0.01991
-0.05861	0.01926
-0.05867	0.01524
-0.05867	0.01427
-0.05867	0.02071
-0.05872	0.01814
-0.05872	0.01797
-0.05878	0.02007
-0.05878	0.00815
-0.05878	0.00976
-0.05883	0.02055
-0.05883	0.01636
-0.05889	0.01298
-0.05889	0.01620
-0.05889	0.00831
-0.05894	0.01314
-0.05894	0.01669
-0.05900	0.01346
-0.05900	0.01669
-0.05905	0.01008
-0.05905	0.01588
-0.05905	0.00847
-0.05911	0.00750
-0.05911	0.00766
-0.05917	0.01395
-0.05917	0.01089
-0.05922	0.01024
-0.05922	0.01507
-0.05922	0.00911
-0.05928	0.01282
-0.05928	0.01137
-0.05928	0.01459
-0.05933	0.00815
-0.05933	0.01024
-0.05939	0.00525
-0.05939	0.01540
-0.05939	0.00847
-0.05944	0.01314
-0.05944	0.01314
-0.05950	0.00331
-0.05950	0.00718
-0.05950	0.00718
-0.05955	0.01201
-0.05955	0.00541
-0.05961	0.00831
-0.05961	0.01008
-0.05961	0.01153
-0.05967	0.00492
-0.05967	0.01089
-0.05972	0.00557
-0.05972	-0.00055
-0.05972	0.00460
-0.05978	0.00992
-0.05978	0.00573
-0.05983	0.00396
-0.05983	0.00863
-0.05983	0.00573
-0.05989	0.01169
-0.05989	0.00541
-0.05994	0.00863
-0.05994	0.00331
-0.06000	0.00057
-0.06000	0.00670
-0.06000	0.00750
-0.06005	0.00895
-0.06005	0.00412
-0.06011	0.00444
-0.06011	0.00686
-0.06011	0.00412
-0.06017	0.01507
-0.06017	0.00009
-0.06022	0.01040
-0.06022	0.00363
-0.06022	0.00525
-0.06028	0.00508
-0.06028	0.00347
-0.06033	0.00670
-0.06033	0.01008
-0.06033	0.00057
-0.06039	0.00637
-0.06039	0.00895
-0.06039	0.00927
-0.06044	0.00686
-0.06044	0.00750
-0.06050	0.00573
-0.06050	0.00879
-0.06055	0.01169
-0.06055	0.01024
-0.06055	0.00444
-0.06061	0.00944
-0.06061	0.01072
-0.06067	0.01540
-0.06067	0.01540
-0.06067	0.01105
-0.06072	0.01330
-0.06072	0.01620
-0.06078	0.01411
-0.06078	0.01701
-0.06083	0.01652
-0.06083	0.01250
-0.06083	0.01185
-0.06089	0.01540
-0.06089	0.01604
-0.06094	0.01846
-0.06094	0.01588
-0.06094	0.01717
-0.06100	0.01846
-0.06100	0.02313
-0.06105	0.02023
-0.06105	0.02394
-0.06105	0.02506
-0.06111	0.01910
-0.06111	0.01685
-0.06111	0.02377
-0.06117	0.02152
-0.06117	0.02925
-0.06122	0.02861
-0.06122	0.02571
-0.06122	0.02829
-0.06128	0.02055
-0.06128	0.03457
-0.06133	0.02813
-0.06133	0.03489
-0.06133	0.03521
-0.06139	0.02522
-0.06139	0.03892
-0.06144	0.03683
-0.06144	0.02829
-0.06150	0.02974
-0.06150	0.03022
-0.06150	0.04085
-0.06155	0.04005
-0.06155	0.03586
-0.06161	0.04182
-0.06161	0.04263
-0.06161	0.03876
-0.06167	0.04520
-0.06167	0.04520
-0.06172	0.04569
-0.06172	0.04649
-0.06172	0.04778
-0.06178	0.04456
-0.06178	0.04472
-0.06183	0.04955
-0.06183	0.04649
-0.06183	0.04633
-0.06189	0.05036
-0.06189	0.04746
-0.06194	0.05084
-0.06194	0.04649
-0.06194	0.04472
-0.06200	0.04810
-0.06200	0.04730
-0.06200	0.05519
-0.06205	0.05197
-0.06205	0.05004
-0.06211	0.05165
-0.06211	0.04569
-0.06211	0.05100
-0.06217	0.04907
-0.06217	0.05084
-0.06222	0.05117
-0.06222	0.05213
-0.06222	0.05713
-0.06228	0.05278
-0.06228	0.05278
-0.06233	0.05455
-0.06233	0.05648
-0.06233	0.05632
-0.06239	0.05906
-0.06239	0.05229
-0.06244	0.05278
-0.06244	0.05310
-0.06244	0.05117
-0.06250	0.05793
-0.06250	0.05278
-0.06255	0.05197
-0.06255	0.04730
-0.06261	0.04939
-0.06261	0.04649
-0.06261	0.05664
-0.06267	0.06228
-0.06267	0.05229
-0.06267	0.05535
-0.06272	0.05423
-0.06272	0.05568
-0.06272	0.04955
-0.06278	0.04988
-0.06278	0.05584
-0.06283	0.04714
-0.06283	0.04762
-0.06283	0.04375
-0.06289	0.05149
-0.06289	0.04536
-0.06294	0.04263
-0.06294	0.05165
-0.06294	0.04343
-0.06300	0.04714
-0.06300	0.04198
-0.06305	0.04327
-0.06305	0.04440
-0.06305	0.04827
-0.06311	0.04746
-0.06311	0.04375
-0.06311	0.04053
-0.06317	0.03763
-0.06317	0.03715
-0.06322	0.03795
-0.06322	0.04182
-0.06328	0.04166
-0.06328	0.03231
-0.06328	0.03876
-0.06333	0.02861
-0.06333	0.03248
-0.06339	0.03231
-0.06339	0.03731
-0.06339	0.03280
-0.06344	0.03231
-0.06344	0.03054
-0.06350	0.03328
-0.06350	0.02635
-0.06350	0.02297
-0.06355	0.02780
-0.06355	0.02651
-0.06355	0.02603
-0.06361	0.02426
-0.06361	0.02426
-0.06367	0.02377
-0.06367	0.02297
-0.06367	0.02619
-0.06372	0.02893
-0.06372	0.01926
-0.06372	0.01588
-0.06378	0.02426
-0.06378	0.01797
-0.06383	0.01749
-0.06383	0.02474
-0.06383	0.02361
-0.06389	0.01475
-0.06389	0.01749
-0.06394	0.00960
-0.06394	0.01894
-0.06394	0.01846
-0.06400	0.01910
-0.06400	0.01878
-0.06405	0.01330
-0.06405	0.01314
-0.06405	0.01185
-0.06411	0.01201
-0.06411	0.01636
-0.06417	0.00589
-0.06417	0.00976
-0.06417	0.01395
-0.06422	0.01652
-0.06422	0.00847
-0.06428	0.01362
-0.06428	0.00879
-0.06428	0.01250
-0.06433	0.00895
-0.06433	0.01507
-0.06433	0.00363
-0.06439	0.01459
-0.06439	0.01507
-0.06444	0.00847
-0.06444	0.01491
-0.06444	0.01636
-0.06450	0.00944
-0.06450	0.01507
-0.06450	0.01652
-0.06455	0.00557
-0.06455	0.00976
-0.06461	0.01459
-0.06461	0.01781
-0.06461	0.01169
-0.06467	0.01330
-0.06467	0.01636
-0.06472	0.00960
-0.06472	0.01685
-0.06472	0.01781
-0.06478	0.01733
-0.06478	0.02377
-0.06483	0.01926
-0.06483	0.02329
-0.06483	0.02055
-0.06489	0.01636
-0.06489	0.02265
-0.06494	0.02813
-0.06494	0.02909
-0.06494	0.03006
-0.06500	0.02490
-0.06500	0.02700
-0.06505	0.02281
-0.06505	0.03151
-0.06505	0.02941
-0.06511	0.03199
-0.06511	0.03860
-0.06511	0.03215
-0.06517	0.03086
-0.06517	0.03989
-0.06522	0.03779
-0.06522	0.03811
-0.06522	0.04053
-0.06528	0.04279
-0.06528	0.04633
-0.06528	0.04005
-0.06533	0.04585
-0.06533	0.04698
-0.06539	0.04972
-0.06539	0.05133
-0.06539	0.04810
-0.06544	0.04859
-0.06544	0.05213
-0.06550	0.04359
-0.06550	0.05036
-0.06550	0.05036
-0.06555	0.05278
-0.06555	0.05874
-0.06561	0.05568
-0.06561	0.05713
-0.06561	0.05874
-0.06567	0.06035
-0.06567	0.06679
-0.06572	0.06631
-0.06572	0.06615
-0.06572	0.06663
-0.06578	0.06889
-0.06578	0.06470
-0.06583	0.05970
-0.06583	0.06631
-0.06583	0.06583
-0.06589	0.06953
-0.06589	0.06567
-0.06594	0.07195
-0.06594	0.07002
-0.06594	0.07517
-0.06600	0.07066
-0.06600	0.07243
-0.06600	0.08017
-0.06605	0.07340
-0.06605	0.08049
-0.06611	0.07614
-0.06611	0.07904
-0.06611	0.07549
-0.06617	0.07727
-0.06617	0.07646
-0.06622	0.07791
-0.06622	0.07743
-0.06622	0.08065
-0.06628	0.08339
-0.06628	0.08274
-0.06633	0.08452
-0.06633	0.07517
-0.06633	0.07614
-0.06639	0.07888
-0.06639	0.07839
-0.06644	0.08387
-0.06644	0.08274
-0.06644	0.07984
-0.06650	0.07952
-0.06650	0.08033
-0.06655	0.07243
-0.06655	0.08146
-0.06661	0.07807
-0.06661	0.08162
-0.06661	0.07308
-0.06667	0.07614
-0.06667	0.08242
-0.06667	0.07662
-0.06672	0.07566
-0.06672	0.06873
-0.06678	0.07727
-0.06678	0.07775
-0.06678	0.07517
-0.06683	0.07501
-0.06683	0.07421
-0.06683	0.06438
-0.06689	0.07114
-0.06689	0.07259
-0.06694	0.06744
-0.06694	0.07340
-0.06694	0.06325
-0.06700	0.07324
-0.06700	0.06969
-0.06705	0.06277
-0.06705	0.06260
-0.06705	0.06696
-0.06711	0.06164
-0.06711	0.05922
-0.06717	0.05503
-0.06717	0.06212
-0.06717	0.05423
-0.06722	0.05020
-0.06722	0.05455
-0.06728	0.05503
-0.06728	0.04762
-0.06728	0.05197
-0.06733	0.05697
-0.06733	0.05004
-0.06739	0.04810
-0.06739	0.05165
-0.06744	0.04263
-0.06744	0.04520
-0.06744	0.05213
-0.06750	0.04295
-0.06750	0.04375
-0.06750	0.03892
-0.06755	0.04359
-0.06755	0.03795
-0.06761	0.03860
-0.06761	0.03393
-0.06761	0.03811
-0.06767	0.04166
-0.06767	0.03344
-0.06772	0.03940
-0.06772	0.03376
-0.06772	0.03505
-0.06778	0.03248
-0.06778	0.03264
-0.06778	0.03038
-0.06783	0.02974
-0.06783	0.03070
-0.06789	0.03215
-0.06789	0.02442
-0.06789	0.03360
-0.06794	0.02716
-0.06794	0.02941
-0.06800	0.02941
-0.06800	0.03070
-0.06805	0.03199
-0.06805	0.02893
-0.06805	0.03425
-0.06811	0.03215
-0.06811	0.02232
-0.06817	0.03135
-0.06817	0.02410
-0.06817	0.03135
-0.06822	0.03650
-0.06822	0.02958
-0.06828	0.03231
-0.06828	0.03731
-0.06833	0.03393
-0.06833	0.03683
-0.06833	0.03828
-0.06839	0.04053
-0.06839	0.03973
-0.06839	0.03296
-0.06844	0.04263
-0.06844	0.04118
-0.06850	0.03650
-0.06850	0.04617
-0.06850	0.04279
-0.06855	0.04569
-0.06855	0.04682
-0.06861	0.04698
-0.06861	0.04972
-0.06861	0.05358
-0.06867	0.05713
-0.06867	0.05970
-0.06872	0.05616
-0.06872	0.05809
-0.06872	0.06857
-0.06878	0.06728
-0.06878	0.06325
-0.06883	0.07243
-0.06883	0.07195
-0.06883	0.07372
-0.06889	0.07388
-0.06889	0.08274
-0.06894	0.07872
-0.06894	0.08258
-0.06900	0.08919
-0.06900	0.08403
-0.06900	0.08967
-0.06905	0.09080
-0.06905	0.08903
-0.06911	0.09853
-0.06911	0.10675
-0.06911	0.10450
-0.06917	0.10063
-0.06917	0.11594
-0.06922	0.11352
-0.06922	0.11416
-0.06928	0.11964
-0.06928	0.11239
-0.06928	0.12174
-0.06933	0.13124
-0.06933	0.13124
-0.06933	0.13334
-0.06939	0.13446
-0.06939	0.13769
-0.06944	0.14300
-0.06944	0.14075
-0.06944	0.13914
-0.06950	0.14671
-0.06950	0.14462
-0.06955	0.15493
-0.06955	0.15493
-0.06955	0.15283
-0.06961	0.16524
-0.06961	0.16492
-0.06967	0.16331
-0.06967	0.16250
-0.06967	0.17007
-0.06972	0.16749
-0.06972	0.17329
-0.06978	0.18409
-0.06978	0.18409
-0.06978	0.17523
-0.06983	0.18345
-0.06983	0.18506
-0.06989	0.18860
-0.06989	0.18586
-0.06994	0.19489
-0.06994	0.18699
-0.06994	0.19327
-0.07000	0.19440
-0.07000	0.20149
-0.07005	0.19408
-0.07005	0.19843
-0.07011	0.20085
-0.07011	0.20197
-0.07011	0.20552
-0.07017	0.20310
-0.07017	0.20133
-0.07017	0.20359
-0.07022	0.20874
-0.07022	0.20439
-0.07028	0.19972
-0.07028	0.20391
-0.07028	0.20874
-0.07033	0.20922
-0.07033	0.20133
-0.07039	0.20552
-0.07039	0.20375
-0.07039	0.20584
-0.07044	0.20536
-0.07044	0.20713
-0.07050	0.20359
-0.07050	0.19924
-0.07050	0.20197
-0.07055	0.19182
-0.07055	0.19053
-0.07061	0.19392
-0.07061	0.19424
-0.07061	0.18989
-0.07067	0.19521
-0.07067	0.19086
-0.07072	0.18763
-0.07072	0.18232
-0.07072	0.18280
-0.07078	0.18747
-0.07078	0.17652
-0.07083	0.17587
-0.07083	0.17797
-0.07083	0.17346
-0.07089	0.17120
-0.07089	0.16669
-0.07094	0.16621
-0.07094	0.16202
-0.07094	0.15912
-0.07100	0.15960
-0.07100	0.15767
-0.07105	0.15896
-0.07105	0.15638
-0.07105	0.15058
-0.07111	0.14768
-0.07111	0.14526
-0.07111	0.13962
-0.07117	0.13865
-0.07117	0.13688
-0.07122	0.13011
-0.07122	0.12850
-0.07122	0.12496
-0.07128	0.11803
-0.07128	0.11819
-0.07128	0.11497
-0.07133	0.11271
-0.07133	0.10885
-0.07139	0.11030
-0.07139	0.10466
-0.07144	0.09886
-0.07144	0.09322
-0.07144	0.09757
-0.07150	0.09273
-0.07150	0.08677
-0.07155	0.09128
-0.07155	0.08629
-0.07155	0.08081
-0.07161	0.08178
-0.07161	0.07082
-0.07167	0.07807
-0.07167	0.07759
-0.07167	0.06776
-0.07172	0.06357
-0.07172	0.06309
-0.07178	0.06405
-0.07178	0.06776
-0.07178	0.06599
-0.07183	0.07066
-0.07183	0.07082
-0.07189	0.06164
-0.07189	0.06841
-0.07189	0.07259
-0.07194	0.06969
-0.07194	0.06551
-0.07194	0.06953
-0.07200	0.07646
-0.07200	0.08081
-0.07205	0.07163
-0.07205	0.07711
-0.07205	0.08742
-0.07211	0.08597
-0.07211	0.08871
-0.07217	0.09209
-0.07217	0.09628
-0.07217	0.10643
-0.07222	0.11094
-0.07222	0.11722
-0.07228	0.12222
-0.07228	0.12174
-0.07228	0.13011
-0.07233	0.13543
-0.07233	0.14832
-0.07239	0.15235
-0.07239	0.16089
-0.07239	0.17152
-0.07244	0.17700
-0.07244	0.18747
-0.07250	0.19907
-0.07250	0.20922
-0.07250	0.21454
-0.07255	0.22663
-0.07255	0.24048
-0.07261	0.25257
-0.07261	0.26658
-0.07261	0.27158
-0.07267	0.28527
-0.07267	0.30074
-0.07267	0.31750
-0.07272	0.32426
-0.07272	0.33957
-0.07278	0.34924
-0.07278	0.37051
-0.07278	0.38662
-0.07283	0.39645
-0.07283	0.42190
-0.07283	0.42706
-0.07289	0.44511
-0.07289	0.46347
-0.07289	0.48120
-0.07294	0.49763
-0.07294	0.51664
-0.07300	0.53759
-0.07300	0.56143
-0.07300	0.58399
-0.07305	0.60639
-0.07305	0.62830
-0.07311	0.64747
-0.07311	0.67680
-0.07311	0.69726
-0.07317	0.71821
-0.07317	0.74253
-0.07322	0.77250
-0.07322	0.79587
-0.07328	0.81633
-0.07328	0.84485
-0.07328	0.87304
-0.07333	0.90124
-0.07333	0.92234
-0.07333	0.94732
-0.07339	0.98228
-0.07339	1.00194
-0.07344	1.03884
-0.07344	1.06252
-0.07344	1.08975
-0.07350	1.11537
-0.07350	1.14920
-0.07355	1.18594
-0.07355	1.21623
-0.07355	1.24652
-0.07361	1.27407
-0.07361	1.29727
-0.07361	1.33095
-0.07367	1.36946
-0.07367	1.39427
-0.07372	1.42649
-0.07372	1.45034
-0.07372	1.49014
-0.07378	1.52768
-0.07378	1.56651
-0.07378	1.60324
-0.07383	1.63015
-0.07383	1.67236
-0.07389	1.71119
-0.07389	1.75437
-0.07394	1.78225
-0.07394	1.82511
-0.07394	1.85636
-0.07400	1.89020
-0.07400	1.92532
-0.07400	1.95497
-0.07405	1.99428
-0.07405	2.02602
-0.07411	2.06341
-0.07411	2.09499
-0.07411	2.13414
-0.07417	2.16765
-0.07417	2.19101
-0.07422	2.23822
-0.07422	2.26336
-0.07422	2.30122
-0.07428	2.32684
-0.07428	2.36615
-0.07433	2.39870
-0.07433	2.41981
-0.07433	2.44913
-0.07439	2.48007
-0.07439	2.50424
-0.07439	2.53147
-0.07444	2.55596
-0.07444	2.58673
-0.07450	2.61170
-0.07450	2.65102
-0.07450	2.67760
-0.07455	2.70306
-0.07455	2.73351
-0.07461	2.76171
-0.07461	2.80038
-0.07461	2.83373
-0.07467	2.86418
-0.07467	2.89190
-0.07467	2.92928
-0.07472	2.96038
-0.07472	3.00017
-0.07478	3.03498
-0.07478	3.06929
-0.07483	3.11135
-0.07483	3.15389
-0.07483	3.19691
-0.07489	3.23300
-0.07489	3.28504
-0.07489	3.31678
-0.07494	3.36077
-0.07494	3.40169
-0.07500	3.45277
-0.07500	3.49047
-0.07500	3.53591
-0.07505	3.56137
-0.07505	3.60890
-0.07511	3.62324
-0.07511	3.65353
-0.07511	3.67996
-0.07517	3.69559
-0.07517	3.71460
-0.07522	3.73829
-0.07522	3.75488
-0.07522	3.77325
-0.07528	3.78695
-0.07528	3.79291
-0.07528	3.80854
-0.07533	3.82014
-0.07533	3.84108
-0.07539	3.85075
-0.07539	3.86525
-0.07539	3.88072
-0.07544	3.88749
-0.07544	3.89103
-0.07550	3.89796
-0.07550	3.91117
-0.07550	3.91714
-0.07555	3.92938
-0.07555	3.93228
-0.07561	3.94308
-0.07561	3.93840
-0.07561	3.94662
-0.07567	3.94791
-0.07567	3.94356
-0.07572	3.95113
-0.07572	3.95113
-0.07572	3.94984
-0.07578	3.95645
-0.07578	3.95709
-0.07583	3.95162
-0.07583	3.95065
-0.07583	3.95001
-0.07589	3.94114
-0.07589	3.94549
-0.07594	3.93937
-0.07594	3.93115
-0.07594	3.93035
-0.07600	3.91778
-0.07600	3.90892
-0.07600	3.90715
-0.07605	3.90296
-0.07605	3.88974
-0.07611	3.88539
-0.07611	3.87863
-0.07611	3.86912
-0.07617	3.85623
-0.07617	3.84221
-0.07622	3.83947
-0.07622	3.82964
-0.07622	3.81579
-0.07628	3.80161
-0.07628	3.78453
-0.07633	3.77551
-0.07633	3.74956
-0.07633	3.74231
-0.07639	3.71669
-0.07639	3.70525
-0.07644	3.69091
-0.07644	3.67448
-0.07644	3.64499
-0.07650	3.62856
-0.07650	3.60568
-0.07655	3.58215
-0.07655	3.55911
-0.07655	3.52512
-0.07661	3.49209
-0.07661	3.46534
-0.07667	3.44343
-0.07667	3.41491
-0.07667	3.38397
-0.07672	3.34949
-0.07672	3.32403
-0.07678	3.29439
-0.07678	3.26764
-0.07678	3.23429
-0.07683	3.20109
-0.07683	3.16661
-0.07683	3.14470
-0.07689	3.10990
-0.07689	3.07767
-0.07694	3.05689
-0.07694	3.01725
-0.07694	2.98632
-0.07700	2.95651
-0.07700	2.92541
-0.07705	2.89093
-0.07705	2.85452
-0.07705	2.80489
-0.07711	2.77476
-0.07711	2.73835
-0.07717	2.69178
-0.07717	2.66713
-0.07717	2.62991
-0.07722	2.59527
-0.07722	2.56562
-0.07728	2.52180
-0.07728	2.47733
-0.07728	2.44478
-0.07733	2.40031
-0.07733	2.37340
-0.07739	2.33457
-0.07739	2.30928
-0.07739	2.29800
-0.07744	2.27093
-0.07744	2.26497
-0.07750	2.25514
-0.07750	2.24306
-0.07750	2.23709
-0.07755	2.23629
-0.07755	2.23387
-0.07761	2.23758
-0.07761	2.21712
-0.07761	2.19778
-0.07767	2.17506
-0.07767	2.15089
-0.07772	2.12044
-0.07772	2.08999
-0.07772	2.05954
-0.07778	2.03553
-0.07778	2.00218
-0.07783	1.97285
-0.07783	1.93080
-0.07783	1.91131
-0.07789	1.87876
-0.07789	1.84315
-0.07794	1.79900
-0.07794	1.77468
-0.07800	1.72843
-0.07800	1.69621
-0.07800	1.66576
-0.07805	1.62225
-0.07805	1.59067
-0.07811	1.55039
-0.07811	1.51994
-0.07817	1.48546
-0.07817	1.45243
-0.07817	1.42069
-0.07822	1.39072
-0.07822	1.36059
-0.07828	1.31935
-0.07828	1.29389
-0.07828	1.26730
-0.07833	1.23186
-0.07833	1.20189
-0.07839	1.17273
-0.07839	1.14518
-0.07839	1.11633
-0.07844	1.08637
-0.07844	1.05978
-0.07850	1.03223
-0.07850	0.99775
-0.07850	0.97809
-0.07855	0.95183
-0.07855	0.92734
-0.07861	0.89963
-0.07861	0.86934
-0.07861	0.84904
-0.07867	0.82052
-0.07867	0.79377
-0.07872	0.77105
-0.07872	0.74753
-0.07872	0.72159
-0.07878	0.70822
-0.07878	0.67486
-0.07883	0.65215
-0.07883	0.63329
-0.07889	0.60188
-0.07889	0.58786
-0.07889	0.56466
-0.07894	0.54097
-0.07894	0.52293
-0.07900	0.50746
-0.07900	0.48506
-0.07905	0.46927
-0.07905	0.44478
-0.07905	0.43270
-0.07911	0.40918
-0.07911	0.38807
-0.07917	0.37566
-0.07917	0.36261
-0.07917	0.34602
-0.07922	0.33699
-0.07922	0.32185
-0.07928	0.30848
-0.07928	0.29720
-0.07928	0.27593
-0.07933	0.26755
-0.07933	0.25257
-0.07939	0.24725
-0.07939	0.23517
-0.07939	0.22711
-0.07944	0.21438
-0.07944	0.20826
-0.07950	0.19827
-0.07950	0.19134
-0.07950	0.18618
-0.07955	0.16749
-0.07955	0.17136
-0.07961	0.15815
-0.07961	0.14639
-0.07961	0.14735
-0.07967	0.14494
-0.07967	0.13334
-0.07972	0.12770
-0.07972	0.12141
-0.07972	0.11706
-0.07978	0.11304
-0.07978	0.11207
-0.07983	0.11320
-0.07983	0.10401
-0.07983	0.10675
-0.07989	0.10321
-0.07989	0.09950
-0.07994	0.09402
-0.07994	0.09306
-0.07994	0.09128
-0.08000	0.09998
-0.08000	0.08710
-0.08005	0.09483
-0.08005	0.09612
-0.08005	0.09580
-0.08011	0.09338
-0.08011	0.09596
-0.08017	0.09628
-0.08017	0.09886
-0.08017	0.09499
-0.08022	0.10176
-0.08022	0.10127
-0.08022	0.10256
-0.08028	0.09821
-0.08028	0.09725
-0.08033	0.10466
-0.08033	0.10869
-0.08033	0.11030
-0.08039	0.10450
-0.08039	0.11239
-0.08039	0.10836
-0.08044	0.12141
-0.08044	0.11996
-0.08050	0.12093
-0.08050	0.12351
-0.08050	0.13092
-0.08055	0.13382
-0.08055	0.13479
-0.08061	0.14010
-0.08061	0.13769
-0.08067	0.14719
-0.08067	0.15219
-0.08067	0.14945
-0.08072	0.15686
-0.08072	0.16218
-0.08078	0.16508
-0.08078	0.16766
-0.08078	0.16508
-0.08083	0.17249
-0.08083	0.16669
-0.08089	0.17474
-0.08089	0.17700
-0.08089	0.18763
-0.08094	0.18200
-0.08094	0.19198
-0.08100	0.18570
-0.08100	0.19215
-0.08100	0.20101
-0.08105	0.20101
-0.08105	0.20407
-0.08111	0.20584
-0.08111	0.20487
-0.08111	0.20810
-0.08117	0.21374
-0.08117	0.20504
-0.08117	0.21261
-0.08122	0.21921
-0.08122	0.21615
-0.08128	0.22518
-0.08128	0.21921
-0.08128	0.22646
-0.08133	0.21744
-0.08133	0.23098
-0.08139	0.22550
-0.08139	0.23098
-0.08144	0.22582
-0.08144	0.23162
-0.08144	0.23420
-0.08150	0.22228
-0.08150	0.22808
-0.08155	0.23372
-0.08155	0.21921
-0.08155	0.22034
-0.08161	0.22727
-0.08161	0.22131
-0.08167	0.22598
-0.08167	0.21712
-0.08167	0.22534
-0.08172	0.22308
-0.08172	0.22228
-0.08178	0.21744
-0.08178	0.20858
-0.08178	0.21583
-0.08183	0.20939
-0.08183	0.20729
-0.08189	0.21341
-0.08189	0.20439
